,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,sunshine_duration,wind_speed_10m,weather_code,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity,conf,iou,lrp,pq
11657,DE,night,52.52985703626851,13.401851808745814,city,normal,partly-cloudy-night,-25.823522001641805,9,20,21.28249931335449,66.67450714111328,0.0,0.0,0.0,0.0,0.0,0.0,8.37338638305664,0.0,140.8422358216334,0.5085629,0.1369898,0.99110866,0.9750371,0.15678844,0.253556,0.49251753911376,0.665559825839577,1.136862789360717,0.38928970945333746
82814,SE,day,66.94923219750791,21.41138118437729,arterial-rural,snow,partly-cloudy-day,2.6954828595400926,1,11,-10.400500297546388,89.81004333496094,0.0,0.0,98.0,0.0,17.0,0.0,8.473393440246582,3.0,42.6440918814031,0.49804378,0.1256245,0.989541,0.6347243,0.15191363,0.25549874,0.0,0.0,1.0,0.0
14110,SE,day,55.60085524636365,13.000174683941408,city,normal,partly-cloudy-day,48.59831747119892,5,13,15.461000442504885,60.74150466918945,0.0,0.0,96.0,5.0,37.0,3600.0,11.50311279296875,3.0,59.16130948138359,0.64341354,0.08161821,0.9973658,0.98421466,0.18678941,0.28244352,0.5976953832876115,0.8895772700113421,1.4195447523199067,0.6227040890079395
18730,SE,day,55.60512810736085,13.015664039390654,city,normal,partly-cloudy-day,19.956526670638425,5,16,13.51949977874756,76.7641372680664,0.0,0.0,84.0,1.0,14.0,3600.0,6.830519199371338,3.0,127.6433308866633,0.6267082,0.083447225,0.99360996,0.962233,0.17115007,0.1968743,0.49799641966819763,0.5412495993024415,1.0206247996512208,0.2164998397209766
89309,SE,twilight,64.16544863697843,17.37576469236034,arterial-rural,snow,snow,-2.979070807817436,1,14,-5.798500061035156,82.18626403808594,0.0,0.5600000023841858,100.0,98.0,100.0,0.0,24.575109481811523,73.0,61.23934412560134,0.46218124,0.09942763,0.9838096,0.7614696,0.11316436,0.22617482,0.34905286133289337,0.0,1.0,0.0
20151,SE,day,55.608055313885,13.021335468849498,city,normal,cloudy,30.473907165518405,5,15,15.316999435424805,64.53004455566406,0.0,0.0,86.0,25.0,38.0,3600.0,10.495713233947754,3.0,100.27020952213807,0.55595255,0.18001345,0.9955081,0.9542845,0.1767357,0.23853339,0.5262769532926155,0.7902220148060416,1.2548290861711584,0.4821693649663983
15072,PL,day,52.25747196129935,21.01878158474707,city,normal,clear-day,43.0897554038836,4,8,9.545499801635742,51.16971206665039,0.0,0.0,0.0,0.0,0.0,3600.0,12.738099098205566,0.0,130.2241151635202,0.57133293,0.09893732,0.9882669,0.92325926,0.12369305,0.19195661,0.4955355226993561,0.5397129700380561,1.0794259400761121,0.5397129700380561
70913,DE,night,51.61124043379696,7.689883427619092,highway,wet,rain,-15.316383897876392,12,5,3.678499937057495,96.53565216064452,0.5,0.0,100.0,100.0,100.0,0.0,14.29159164428711,53.0,82.76929383728628,0.6264791,0.20979288,0.99281126,0.95880926,0.098951265,0.15646902,0.5567124076187611,0.7976249940348044,1.3720312425435055,0.6135576877190803
858,PL,day,52.26348296312227,21.038171036240684,city,normal,clear-day,45.72325865218643,4,8,10.895500183105469,44.76157760620117,0.0,0.0,3.0,3.0,0.0,3600.0,13.32486343383789,0.0,104.67854194320046,0.74635714,0.14799838,0.9936615,0.98474544,0.15903123,0.25016052,0.5845678100983301,0.7922618396324915,1.2234943479542584,0.43827250703074
58895,DE,day,50.933435350142034,6.924424378298245,arterial-urban,normal,partly-cloudy-day,16.679533565290157,11,9,7.182499885559082,85.0185546875,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,61.16949566983049,0.55548966,0.2375084,0.99571145,0.95109,0.13695899,0.1307898,0.6130995390315851,0.8115988624106591,1.3665868969537167,0.6011843425264142
10401,FR,day,43.23998477665418,5.3974916443448935,city,normal,clear-day,34.30773914139585,2,12,14.512500762939451,64.79027557373047,0.0,0.0,5.0,5.0,0.0,3600.0,28.16525650024414,0.0,53.19327170521834,0.7670808,0.28788978,0.99571496,0.97188693,0.20246953,0.16630366,0.4637063794276294,0.6266101059150014,1.144697263902859,0.4557164406654556
14083,PL,day,54.403455267199845,18.591051700463503,city,normal,partly-cloudy-day,9.270855230797965,6,17,17.39349937438965,59.57716751098633,0.0,0.0,55.0,0.0,0.0,3600.0,8.473393440246582,2.0,117.01101670435622,0.5521999,0.099442884,0.9908599,0.90709275,0.09579973,0.2976605,0.57720619898576,0.7767404143857385,1.1844936095904925,0.38837020719286924
87795,FR,twilight,43.48566463125512,5.718097438985826,arterial-rural,normal,clear-night,-5.937620520807684,2,5,8.713000297546387,91.23484802246094,0.0,0.0,8.0,8.0,0.0,0.0,27.343414306640625,0.0,76.9717158871927,0.72350925,0.197526,0.9695702,0.8557593,0.28328362,0.5169779,0.5818489789962769,0.02687715216936475,0.5268771521693647,0.017918101446243166
73007,DE,day,51.3670602488272,12.460442982293186,arterial-urban,normal,clear-day,27.65626431647981,10,13,18.73900032043457,58.51969528198242,0.0,0.0,70.0,70.0,0.0,3600.0,9.387651443481444,2.0,157.81977576511665,0.54988897,0.10125209,0.9959442,0.92465174,0.10585699,0.23508678,0.6738387224850831,0.817329296905001,1.4759939453575015,0.7005679687757151
62571,SE,night,65.59539709958518,22.238405479354928,smaller-rural,snow,cloudy,-10.41307647403319,3,18,-5.049499988555908,74.96501159667969,0.0,0.0,100.0,3.0,100.0,0.0,21.37078285217285,3.0,105.1158253715427,0.53346294,0.09301428,0.98328054,0.91436064,0.18026204,0.24646622,0.8106723427772522,0.907415598567007,1.814831197134014,0.907415598567007
87619,DE,night,51.55405602231235,6.955127476166997,highway,wet,rain,-8.093745810688972,10,5,8.62399959564209,88.76406860351562,0.2000000029802322,0.0,34.0,30.0,14.0,0.0,21.325252532958984,51.0,110.33295248747832,0.68287164,0.08962486,0.9896319,0.7969126,0.10505177,0.26823288,0.5576437230293567,0.7073522987610223,1.2851094107964056,0.5763611323237959
79637,DE,night,49.17793751754396,9.408186506441533,highway,normal,partly-cloudy-night,-16.260937404772477,10,18,7.231500148773193,86.2164077758789,0.0,0.0,36.0,9.0,36.0,0.0,8.699792861938477,1.0,57.64481320408701,0.7099854,0.20830266,0.97066575,0.69679147,0.315734,0.44100335,0.5350980281829834,0.7245301477898763,1.3207573539855377,0.6037751231582303
23597,IT,day,45.481465261158405,9.212082081146836,city,normal,clear-day,62.429823170162734,7,10,31.66800117492676,44.24951934814453,0.0,0.0,47.0,4.0,6.0,3600.0,5.495161056518555,1.0,92.77177965174292,0.9586605,0.5484694,0.9974763,0.9981456,0.40825996,0.2617282,0.6478880892197291,0.7867675134813045,1.4548726075910348,0.6959866465411539
37279,DE,day,50.98531947207769,6.826371329664558,city,normal,rain,4.351766361724259,11,15,11.628000259399414,79.3744125366211,0.0,0.0,89.0,74.0,85.0,3600.0,20.150354385375977,3.0,105.22069811115516,0.73226047,0.22014949,0.99716586,0.9843769,0.19536597,0.13143755,0.6604257159762912,0.8533750010119405,1.5654000016191048,0.7585555564550582
16405,SE,day,55.60213774245045,13.00621166878262,city,normal,partly-cloudy-day,45.31675676063533,5,13,15.012999534606934,65.34159088134766,0.0,0.0,77.0,23.0,35.0,3600.0,2.099142551422119,2.0,37.49810063290637,0.71416456,0.25988746,0.99566805,0.9736736,0.17693712,0.14684,0.5884750469734794,0.7680725633036644,1.2680725633036642,0.5120483755357762
74784,IT,night,41.972175860977714,12.549670637539812,arterial-urban,normal,clear-night,-17.163769257104633,8,19,25.57299995422364,65.8814468383789,0.0,0.0,0.0,0.0,0.0,0.0,4.680000305175781,0.0,105.5152205981148,0.68036723,0.16387202,0.9915495,0.9867619,0.07569358,0.12680027,0.2762422263622284,0.39096081737416344,0.7819216347483269,0.39096081737416344
19039,DE,day,50.90974773354367,6.928862128558911,city,normal,rain,0.7488339545834322,11,15,11.295499801635742,81.51165771484375,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,125.30203705369722,0.5981403,0.18235455,0.9925613,0.96573925,0.19764327,0.17789748,0.6196893363287954,0.7439996300287287,1.3824859065315207,0.6538178566919132
3977,PL,day,52.2574364881402,21.004444790882847,city,normal,clear-day,44.3287731884407,4,8,9.461000442504885,51.14630126953125,0.0,0.0,0.0,0.0,0.0,3600.0,12.738099098205566,0.0,310.2003828748034,0.5094214,0.0795594,0.99131656,0.92164457,0.117592804,0.2250733,0.5064595128808703,0.6526340844283703,1.1780730984997654,0.480888272736694
11650,SE,day,55.5995964077158,12.989708961004352,city,normal,partly-cloudy-day,45.00890368597067,5,13,14.954500198364258,65.32881927490234,0.0,0.0,77.0,23.0,35.0,3600.0,2.099142551422119,2.0,81.42397865446131,0.7507225,0.13404372,0.9958554,0.9550032,0.19337055,0.1498443,0.5798818285648639,0.701921676782341,1.1553243667556468,0.38995648710130054
39166,PL,day,52.20178612017752,20.97159328106598,city,normal,partly-cloudy-day,47.5477070329553,4,9,14.759000778198242,59.95539474487305,0.0,0.0,25.0,0.0,23.0,3600.0,11.11345100402832,1.0,96.3105860280258,0.7308352,0.096762046,0.9982729,0.98860514,0.1156182,0.08706172,0.5904088504612446,0.7509821586902709,1.2509821586902707,0.5006547724601805
64160,PL,day,54.3686052645251,18.630313124796466,arterial-urban,normal,partly-cloudy-day,53.569782811574896,5,9,10.956500053405762,82.30186462402344,0.1000000014901161,0.0,100.0,100.0,49.0,3600.0,11.770402908325195,51.0,113.50770595869557,0.5818315,0.11056894,0.9961396,0.9417885,0.17120175,0.22733161,0.7078591287136078,0.7259828816395147,1.2033845934755631,0.4506100644659057
53522,DE,night,50.92108504484491,6.95883100772931,arterial-urban,normal,cloudy,-10.421290504419645,11,16,11.43899917602539,79.6170883178711,0.0,0.0,98.0,97.0,60.0,0.0,17.533145904541016,3.0,177.57517425936533,0.69030386,0.20240931,0.9937594,0.97159326,0.10098918,0.06604008,0.5430628114512989,0.7508982220214053,1.2570176908511959,0.5086729891112746
79924,IT,night,41.80279172873083,12.437764292236308,highway,normal,clear-night,-12.709485350199486,8,19,25.47900009155273,76.42745971679688,0.0,0.0,11.0,0.0,9.0,0.0,5.58870267868042,0.0,108.37831891312456,0.7988772,0.1913318,0.994408,0.9550199,0.21036538,0.3760257,0.6006464064121246,0.8078435672009258,1.3078435672009256,0.5385623781339505
24863,DE,day,50.92561895759852,6.978140401126814,city,normal,partly-cloudy-day,10.944695345187045,11,8,6.540999889373779,87.66383361816406,0.0,0.0,57.0,21.0,50.0,3600.0,9.746630668640137,2.0,63.55746766025163,0.789605,0.28508168,0.99629045,0.9782104,0.27207953,0.07151707,0.6328383758664131,0.7645526824185422,1.1410947639565558,0.3219169189130704
15776,SE,day,55.60315924862059,13.0275814930523,city,normal,cloudy,48.654960025492,5,13,16.12350082397461,65.80310821533203,0.0,0.0,100.0,73.0,13.0,3600.0,18.723461151123047,3.0,39.87636426517575,0.751062,0.15466917,0.99355245,0.9592413,0.24430807,0.43946686,0.5763698617617289,0.7423018543783944,1.1982469717641409,0.4310139799616483
11740,PL,day,52.22526881529427,20.98850445927417,city,wet,rain,28.72204260826377,4,14,2.758999824523926,96.51012420654295,0.800000011920929,0.0,100.0,100.0,100.0,0.0,12.101570129394531,53.0,68.52922629838741,0.6969446,0.16133894,0.99646336,0.9801294,0.20169988,0.09244554,0.4815200450164931,0.6562700817798282,1.0723472600832538,0.24671807585707825
7467,DE,day,50.91262975909475,6.923219651715897,city,normal,rain,1.1047541684365283,11,15,11.256500244140623,81.50650787353516,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,282.08897724006715,0.57406485,0.10723672,0.9935702,0.9632144,0.12522596,0.3052162,0.508235452696681,0.7182943233470652,1.3395689474287682,0.6285075329286821
12316,DE,day,50.93649424945764,6.934909260178015,city,normal,partly-cloudy-day,16.126702442925577,11,9,7.16949987411499,85.0171127319336,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,76.22111412792016,0.53280663,0.076976284,0.99486357,0.9222832,0.13364252,0.17607023,0.589014335320546,0.79482560126178,1.3468536485432705,0.5887597046383556
38329,DE,day,50.92018764544829,6.938350220576474,city,normal,partly-cloudy-day,17.25557983198979,11,10,7.176000118255615,85.0178451538086,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,59.86380837528043,0.60759974,0.12813106,0.9964998,0.9911657,0.0727882,0.068017505,0.5993476063013077,0.7229584509186909,1.1911072436445924,0.43377507055121456
54196,DE,night,50.93007220158036,6.941082763092205,arterial-urban,normal,cloudy,-9.360840108924336,11,16,11.412999153137209,79.61334991455078,0.0,0.0,98.0,97.0,60.0,0.0,17.533145904541016,3.0,155.46053740622702,0.6227695,0.12582685,0.9904979,0.9712234,0.17590842,0.22176048,0.5814464233423534,0.8590955823089138,1.2323559650234146,0.42000228468435785
61876,DE,day,50.93830536789381,6.953035263605705,arterial-urban,normal,partly-cloudy-day,9.831012153984446,11,8,5.7129998207092285,90.7134017944336,0.0,0.0,50.0,47.0,34.0,0.0,8.287821769714355,2.0,56.86670923425955,0.53084815,0.08644865,0.9944185,0.96382064,0.09554148,0.14393027,0.7073954761028289,0.8185261569877398,1.3775124823558398,0.6091357447350622
22885,IT,day,45.5023633842788,9.238300574215897,city,normal,partly-cloudy-day,23.974495944371768,7,6,24.234498977661133,71.40999603271484,0.0,0.0,10.0,5.0,0.0,3600.0,10.661107063293455,0.0,108.46977356432828,0.6031263,0.11710781,0.99286723,0.9817416,0.09155746,0.21411154,0.6071493359836372,0.7273126193855033,1.313907902960933,0.5941427031599886
30075,PL,day,54.37855316864543,18.600028936136525,city,normal,clear-day,55.808784297138416,6,11,19.15900039672852,60.19831085205078,0.0,0.0,2.0,0.0,0.0,3600.0,15.192682266235352,0.0,73.66947558801527,0.6621437,0.1139309,0.99428976,0.97992116,0.11448729,0.09735821,0.661695471405983,0.8015675337278111,1.3877296862214712,0.6273137220478521
11549,SE,day,55.60323556743133,13.030056500586491,city,normal,cloudy,49.49661360876949,5,13,16.12350082397461,65.80310821533203,0.0,0.0,100.0,73.0,13.0,3600.0,18.723461151123047,3.0,50.20823624932508,0.6992456,0.068742216,0.9937342,0.9532289,0.23564775,0.346029,0.5868630732099215,0.7098403451087676,1.200716851843169,0.4593084585997908
58816,LU,day,49.64293158794813,6.315836013228948,highway,normal,clear-day,7.893897878848051,3,16,13.135499954223633,61.02260971069336,0.0,0.0,0.0,0.0,0.0,3600.0,5.804825305938721,0.0,14.393885377997064,0.66849935,0.25871682,0.98571706,0.76198125,0.23850514,0.32475048,0.6174525320529938,0.8091119572920391,1.2885044934725698,0.5148894273676613
14717,DE,day,50.93394513084683,6.948662493561094,city,normal,partly-cloudy-day,18.15617011263392,11,10,7.163000106811523,85.01641082763672,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,145.7525033070725,0.66567314,0.14803252,0.99650735,0.97802347,0.16381963,0.11600257,0.6277164796303059,0.7470849388152914,1.3121072911351048,0.5783883397279675
26063,DE,day,51.51618610758645,7.461790756007394,city,normal,partly-cloudy-day,10.991815513509238,12,13,6.829999923706055,72.50470733642578,0.0,0.0,39.0,39.0,0.0,3600.0,11.885453224182127,1.0,247.01018179112447,0.5466096,0.22282894,0.9954052,0.9619958,0.10461954,0.16091833,0.6561298370361328,0.8151250388813914,1.1899383795997427,0.37753159695559185
4562,FR,day,43.300836815669605,5.380636705674867,city,normal,clear-day,24.43608441058128,2,14,14.779500007629396,79.56034851074219,0.0,0.0,0.0,0.0,0.0,3600.0,13.246826171875,0.0,122.83132480052696,0.7458381,0.42832702,0.99625754,0.9609471,0.20393611,0.12142872,0.5954810612731509,0.7901251310824068,1.2780365839539731,0.5119120567576156
10703,PL,day,50.07611136161732,19.92886723944165,city,wet,cloudy,10.267258733847882,4,16,3.586999893188477,71.62197875976562,0.0,0.0,100.0,50.0,99.0,0.0,13.450708389282228,3.0,170.4167704627499,0.6442463,0.13891895,0.99684346,0.9840388,0.15977316,0.15167579,0.7901171818375587,0.9312515906135455,1.3551483687405668,0.5432300945245682
63475,PL,day,54.350615057485136,18.64599865680735,arterial-urban,normal,partly-cloudy-day,57.21336949254643,5,10,10.949999809265137,78.7364273071289,0.0,0.0,95.0,94.0,33.0,1705.4285888671875,15.5301513671875,3.0,39.98895225285855,0.68709123,0.14437254,0.9967353,0.991322,0.09334382,0.08545374,0.47728622669265386,0.6195102734712816,1.1162802660801658,0.4054976335448389
96214,PL,day,50.31733951475735,19.21742437931808,arterial-urban,wet,snow,40.871087887520375,4,8,2.61299991607666,71.16748046875,0.0,0.0700000002980232,93.0,80.0,86.0,0.0,22.322900772094727,71.0,76.39909247430977,0.6137614,0.15980594,0.99476177,0.9868651,0.1026662,0.20459677,0.6675842106342316,0.8453841425657364,1.5651740514712051,0.7608457283091627
70908,DE,night,51.99165005530554,7.562613573383273,highway,normal,rain,-10.171254591065647,12,6,3.557000160217285,98.25261688232422,0.6000000238418579,0.0,100.0,100.0,99.0,0.0,8.350137710571289,53.0,65.61651445192311,0.7925974,0.2574844,0.9304176,0.7363416,0.1881848,0.107809834,0.40994298458099365,0.587946452172201,1.087946452172201,0.391964301448134
22409,IT,day,45.466136415709485,9.230139117448084,city,normal,clear-day,55.6353322453282,7,9,31.026498794555664,46.353607177734375,0.0,0.0,79.0,3.0,2.0,3600.0,5.116561412811279,2.0,372.4063234257713,0.7506088,0.10361144,0.9964496,0.9932594,0.14096862,0.2665196,0.6571713180253,0.7200724734542273,1.2657478924730294,0.5421722153067123
26921,IT,day,45.50485936176192,9.238119367432308,city,normal,partly-cloudy-day,35.52615650341501,7,15,28.747499465942383,51.92623519897461,0.0,0.0,54.0,4.0,23.0,3600.0,5.116561412811279,2.0,91.55741888997208,0.6616821,0.11272833,0.99613464,0.9799974,0.1209832,0.120530576,0.5726764009279364,0.6097575398411563,1.1266433152013342,0.4461640535423095
38596,DE,night,52.547899380183296,13.388650168055776,city,normal,partly-cloudy-night,-26.3438592188258,9,20,21.25,66.66777801513672,0.0,0.0,0.0,0.0,0.0,0.0,8.37338638305664,0.0,127.2728579890424,0.70063204,0.39242485,0.99053967,0.9585513,0.11224259,0.1486751,0.6085648292844946,0.8010563743779897,1.3345070826422107,0.572183124555707
79839,DE,night,51.53414803536144,6.986087303137808,arterial-urban,wet,rain,-9.051377989411776,10,5,8.553999900817871,89.9837417602539,0.6000000238418579,0.0,94.0,93.0,31.0,0.0,23.11020469665528,53.0,98.14996916201152,0.622702,0.09195909,0.9932787,0.80195624,0.11626496,0.22734979,0.7124725232521693,0.8232197680590928,1.430959690745457,0.6585758144472742
30821,FR,day,43.31114806048175,5.435043531627426,city,normal,clear-day,35.82799387376272,2,12,16.030498504638672,50.429962158203125,0.0,0.0,1.0,1.0,0.0,3600.0,29.15777587890625,0.0,123.58066518434862,0.71222204,0.2185576,0.9951161,0.8880761,0.19355284,0.1647326,0.5193701783816019,0.7198097304881773,1.329714595732266,0.6169797689898663
85211,IT,day,43.75773363689382,11.271136420160405,arterial-rural,normal,clear-day,54.98685111003068,8,10,29.5004997253418,47.57521438598633,0.0,0.0,25.0,9.0,22.0,3600.0,15.696165084838867,1.0,228.9117651674544,0.75509155,0.14655457,0.9972025,0.9933508,0.13811167,0.102973506,0.8764602243900299,0.9051835941576443,1.8103671883152885,0.9051835941576443
97664,DE,day,51.49656277332685,7.269810020877422,highway,normal,partly-cloudy-night,3.5640173712839527,10,15,14.09850025177002,66.93878173828125,0.0,0.0,77.0,0.0,0.0,1043.5462646484375,19.803272247314453,2.0,66.82611768334657,0.6141377,0.21715572,0.9944382,0.9654326,0.10187869,0.0843155,0.5559629425406456,0.6032954832109676,1.1215240978952559,0.44688554311923523
96861,SE,day,64.74872296041423,20.99707891414132,smaller-rural,snow,snow,1.8354283240233544,1,13,-4.670000076293945,82.6572036743164,0.0,0.5600000023841858,100.0,100.0,100.0,0.0,30.12406539916992,73.0,18.40965371053937,0.5533794,0.094282724,0.9951367,0.9622625,0.12746434,0.106853224,0.8437161445617676,0.9240459335565673,1.8480918671131346,0.9240459335565673
81815,SE,day,64.67961219759879,19.248000691771537,smaller-rural,snow,partly-cloudy-day,4.608702008022817,2,14,-7.315999984741211,84.92984771728516,0.0,0.0,100.0,21.0,22.0,924.748291015625,6.130578517913818,3.0,87.7647043674009,0.5363729,0.077575,0.99081475,0.96026707,0.11805431,0.20191957,0.7363818883895874,0.9237877886568284,1.8475755773136568,0.9237877886568284
44804,DE,day,51.50518234615434,7.440828305646961,city,normal,partly-cloudy-day,12.747470376518097,12,13,6.810499668121338,72.50104522705078,0.0,0.0,39.0,39.0,0.0,3600.0,11.885453224182127,1.0,237.79859922548303,0.60007346,0.1742579,0.99660766,0.90618855,0.12984139,0.16131985,0.5689747348427773,0.7862411073024022,1.2949150802509597,0.5346439529656335
45430,PL,day,52.240774540103885,20.97743484669409,city,normal,cloudy,26.19641802313275,4,6,9.019999504089355,84.92791748046875,0.0,0.0,74.0,0.0,74.0,3600.0,8.654987335205078,2.0,145.71008708920854,0.5454791,0.1352216,0.9957308,0.9729891,0.16947782,0.14857915,0.6605941241695767,0.7465404877759597,1.2724921180681659,0.5314356014676324
1458,PL,day,52.26370513141174,21.03839315598532,city,normal,partly-cloudy-day,51.61280995586041,4,10,7.845499992370605,45.536888122558594,0.0,0.0,100.0,100.0,96.0,1877.5665283203125,8.766572952270508,3.0,147.89243908518426,0.46001053,0.1313519,0.9971807,0.8460794,0.18760678,0.097906515,0.6024274110794068,0.7366342046974714,1.2839610456369657,0.5524756535231036
45849,PL,day,52.22570925192508,21.018916104066303,city,wet,rain,13.51347776068873,4,15,2.987500190734864,90.5160675048828,0.6000000238418579,0.0,100.0,73.0,100.0,0.0,15.79083251953125,53.0,52.31288773385012,0.6684302,0.1151665,0.9961289,0.9821123,0.19504638,0.15242894,0.5756337344646454,0.7345160172950161,1.3262831544974139,0.6026798090625773
58909,NO,day,63.10201958571108,9.694518718220822,arterial-rural,snow,snow,11.016633448589246,2,9,2.190000057220459,85.06535339355469,0.0,0.4200000166893005,97.0,30.0,97.0,0.0,9.904906272888184,73.0,109.48537490195416,0.5881709,0.14273001,0.99585575,0.9388293,0.16217051,0.07696775,0.8512423038482666,0.8264538305933051,1.6529076611866103,0.8264538305933051
57955,NO,day,65.73767186353008,15.097941338096522,arterial-rural,wet,rain,1.8263531808476896,3,17,1.99400007724762,96.48866271972656,0.1000000014901161,0.0,99.0,98.0,3.0,0.0,14.685175895690918,51.0,106.501882780294,0.76957864,0.17953265,0.9969381,0.9908584,0.14649226,0.105716705,0.6742178350687027,0.9810698787580687,1.4810698787580687,0.6540465858387124
46645,DE,night,53.08528169040124,8.850203817261214,city,normal,cloudy,-6.573989061366177,12,6,2.1414999961853027,94.44119262695312,0.0,0.0,100.0,100.0,100.0,0.0,6.489992141723633,3.0,108.73372643579263,0.6002227,0.10769711,0.9953296,0.9501473,0.13439593,0.31222624,0.48819050192832947,0.7070870533382699,1.2300967259314108,0.505062180955907
14833,SE,day,55.6031440899719,13.02018526549865,city,normal,partly-cloudy-day,46.54600755452662,5,13,14.973999977111816,65.33308410644531,0.0,0.0,77.0,23.0,35.0,3600.0,2.099142551422119,2.0,86.12504026460824,0.6670816,0.14972979,0.9869152,0.80070335,0.26511937,0.458191,0.6760729625821114,0.8009393774445674,1.316778292046913,0.5523719844445293
23009,IT,day,45.48416749936635,9.234886317131185,city,normal,clear-day,57.22822444760784,7,9,30.997499465942383,45.76705932617188,0.0,0.0,83.0,5.0,3.0,3600.0,4.582051753997803,3.0,342.1674195957317,0.6272788,0.14967224,0.9940124,0.98256874,0.11015343,0.13668108,0.589926540851593,0.7461102322100945,1.3175615899485091,0.5851844958510546
55457,LU,day,49.66347189164778,6.356846906293519,highway,normal,clear-day,8.14534127475963,3,16,13.077000617980955,61.00862884521485,0.0,0.0,0.0,0.0,0.0,3600.0,5.804825305938721,0.0,33.69223636816529,0.62182146,0.16904749,0.9891999,0.8352938,0.14423063,0.24569342,0.7149436548352242,0.899701601696574,1.399701601696574,0.599801067797716
7823,FR,day,43.29184591355347,5.375167549396057,city,normal,clear-day,24.80599386944316,2,9,13.49000072479248,84.00487518310547,0.0,0.0,3.0,3.0,0.0,3600.0,5.351784706115723,0.0,131.46839268078247,0.47546664,0.062172875,0.9909807,0.94040805,0.127217,0.2701501,0.4686722159385681,0.6884844425620406,1.1449880327400312,0.38249135697891146
63173,PL,day,52.70100671230272,21.085542278933456,arterial-urban,normal,partly-cloudy-day,51.2118470338112,4,10,7.623499870300293,47.1966438293457,0.0,0.0,100.0,100.0,100.0,3600.0,12.41347599029541,3.0,90.01216321275876,0.6710572,0.16507366,0.99521834,0.9911131,0.12013335,0.12343598,0.5412362098693848,0.6701668663429541,1.2193261832864741,0.5252659222688019
85127,DE,day,52.1160193244412,12.073994238780898,arterial-rural,normal,partly-cloudy-day,32.30478606538186,9,13,19.415000915527344,28.1806697845459,0.0,0.0,38.0,0.0,0.0,3600.0,11.212135314941406,1.0,107.3121147805067,0.8536701,0.32565078,0.9974515,0.9938338,0.25311947,0.10116617,0.8352828323841095,0.8058097881991048,1.6116195763982095,0.8058097881991048
15427,PL,day,54.360890573909074,18.589997853309235,city,normal,partly-cloudy-day,8.105125819172827,6,18,16.938499450683594,59.46745681762695,0.0,0.0,55.0,0.0,0.0,3600.0,8.473393440246582,2.0,82.14738457837451,0.59426844,0.19134834,0.98413426,0.90392214,0.15420191,0.16913539,0.6013088789251115,0.6946303567753915,1.1353950308002723,0.3585188938195569
62066,PL,day,54.35037035522378,18.646273317266484,arterial-urban,normal,clear-day,56.55425439119046,6,11,19.26300048828125,60.222904205322266,0.0,0.0,2.0,0.0,0.0,3600.0,15.192682266235352,0.0,109.65619283914135,0.77881116,0.24973284,0.99062705,0.9406621,0.22553453,0.19768272,0.49224155493404553,0.7074498873375025,1.1919685524615695,0.4475703368869913
61930,FR,day,43.54416049596475,6.937569313045846,arterial-urban,normal,clear-day,31.05012069356939,2,9,16.54199981689453,54.90800857543945,0.0,0.0,0.0,0.0,0.0,3600.0,2.595996856689453,0.0,146.68243898157306,0.5440405,0.12347488,0.9941227,0.96409315,0.17128998,0.1333158,0.6022330368387288,0.7599541255912099,1.2901813494971646,0.5444447466922101
12664,SE,day,55.605757674933606,13.01751104106068,city,normal,partly-cloudy-day,49.00269030811605,5,13,15.487000465393066,60.747684478759766,0.0,0.0,96.0,5.0,37.0,3600.0,11.50311279296875,3.0,102.45567293302476,0.5222117,0.09441107,0.996002,0.9666485,0.14962265,0.12154802,0.5187165085226297,0.6781327879817042,1.1703878841564126,0.43879180398816153
68664,NO,night,61.69384886468225,13.07892502693592,arterial-rural,snow,fog,-14.703493432782892,3,18,-6.969499588012695,76.4056167602539,0.0,0.0700000002980232,100.0,87.0,100.0,0.0,19.486608505249023,71.0,91.24335641231944,0.8351747,0.31810573,0.9765486,0.8400406,0.2487674,0.31351337,0.0,0.0,0.0,0.0
72945,IT,night,41.79868085348824,12.471666808848926,highway,normal,clear-night,-20.471324151636324,8,20,25.329498291015625,76.63966369628906,0.0,0.0,0.0,0.0,0.0,0.0,3.545588731765747,0.0,100.82279753747127,0.53619397,0.08243131,0.9751263,0.6315855,0.13545062,0.28277713,0.8676090240478516,0.8580970723270998,1.0795771271838,0.17161941446541995
