,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,sunshine_duration,wind_speed_10m,weather_code,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity
33323,DE,night,50.95714715305901,6.972213542588529,city,normal,rain,-6.865540988350844,11,16,11.321499824523926,81.51507568359375,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,124.96238322428904,0.6544978,0.0900876,0.9924994,0.8181094,0.1651864,0.124011256
13424,SE,day,55.58093738629167,12.990676151546866,city,normal,partly-cloudy-day,54.68204987414912,5,10,15.1850004196167,65.82221984863281,0.0,0.0,55.0,0.0,18.0,3600.0,16.422470092773438,2.0,86.09048672321501,0.7823468,0.22224286,0.9969146,0.98444116,0.20186284,0.28928268
87030,PL,day,52.1774511237784,21.044639003129536,arterial-urban,normal,partly-cloudy-day,49.23630140257424,4,9,15.395500183105469,56.91012191772461,0.1000000014901161,0.0,20.0,9.0,6.0,3600.0,12.43433952331543,51.0,97.179937246272,0.52100897,0.11844503,0.99605405,0.9704682,0.08398381,0.07352523
8902,SE,day,55.600540436099365,12.998012370429263,city,normal,partly-cloudy-day,53.99978651123487,5,10,15.256500244140623,65.83766174316406,0.0,0.0,55.0,0.0,18.0,3600.0,16.422470092773438,2.0,136.18755178302183,0.6528217,0.13150203,0.9955642,0.93062043,0.16718507,0.1572713
25076,SE,day,55.60560627036684,13.017437425289932,city,normal,partly-cloudy-day,45.74921387346996,5,13,14.973999977111816,65.33308410644531,0.0,0.0,77.0,23.0,35.0,3600.0,2.099142551422119,2.0,74.29572220912445,0.6906575,0.13102683,0.99528044,0.96056175,0.24135527,0.231422
95234,PL,day,54.34738432668844,18.644388731846625,arterial-urban,normal,clear-day,52.56294537815509,6,9,17.913000106811523,67.73241424560547,0.0,0.0,19.0,0.0,19.0,3600.0,12.783802032470703,0.0,46.10564086109497,0.6065497,0.17987682,0.99452555,0.9164533,0.104686745,0.16628858
75067,SE,day,63.624592974371055,19.850883520320163,arterial-rural,wet,snow,9.41578882850159,3,15,-0.3044999837875366,94.67741394042967,0.0,0.1400000005960464,100.0,100.0,85.0,0.0,6.119999885559082,71.0,35.713920922635744,0.56660223,0.09239258,0.9953011,0.97242963,0.13798569,0.10686796
98055,SE,day,62.648614096659855,17.896713646064075,arterial-urban,normal,snow,21.223738407574142,3,13,1.6150000095367432,81.05623626708984,0.0,0.0,86.0,85.0,4.0,2645.246337890625,5.241678714752197,3.0,76.86732959744889,0.6921126,0.107300006,0.99397296,0.9714912,0.25237864,0.4305843
74527,PL,day,54.34561316385522,18.627099822786345,arterial-urban,normal,partly-cloudy-day,54.31527809787363,5,9,10.663999557495115,82.2646713256836,0.1000000014901161,0.0,100.0,100.0,49.0,3600.0,11.770402908325195,51.0,77.90569850854021,0.6629774,0.1915658,0.9915399,0.9558591,0.12932143,0.097271174
14337,SE,day,55.60114959300508,13.002406779187911,city,normal,cloudy,16.194686192972597,5,17,13.473999977111816,76.75687408447266,0.0,0.0,84.0,1.0,14.0,3600.0,6.830519199371338,3.0,103.578124000962,0.8713413,0.26655564,0.99795353,0.99745256,0.18291362,0.10807059
15063,FR,day,43.30429317202539,5.413344279241528,city,normal,clear-day,28.877062274918764,2,14,16.03999900817871,71.51055145263672,0.0,0.0,2.0,0.0,2.0,3600.0,8.31124496459961,0.0,171.56978593568564,0.65271735,0.12920024,0.99517196,0.98549706,0.15187176,0.14761278
7115,DE,day,50.936164622528274,6.940831159355013,city,normal,partly-cloudy-day,16.04446111497711,11,9,7.163000106811523,85.01641082763672,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,361.4348187606269,0.696515,0.11693772,0.99660194,0.9912612,0.1677061,0.20505546
14674,DE,twilight,50.91927658581713,6.940646222237539,city,normal,rain,-0.3639057838431512,11,15,11.302000045776367,81.51251220703125,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,73.242763284462,0.67425114,0.21424685,0.9937046,0.991054,0.12992968,0.113999374
18890,PL,day,50.08334417077219,19.9083267665825,city,normal,cloudy,10.861261513394666,4,16,3.567499876022339,71.61814880371094,0.0,0.0,100.0,50.0,99.0,0.0,13.450708389282228,3.0,140.1470235137907,0.63176847,0.23218364,0.99467176,0.95285386,0.20716256,0.12327498
99114,FR,day,43.46441403844548,6.638199161773624,highway,normal,clear-day,33.02000327937231,2,10,16.811500549316406,54.04817581176758,0.0,0.0,0.0,0.0,0.0,3600.0,3.563817977905273,0.0,45.38197394774683,0.5045358,0.119069315,0.9931785,0.9555895,0.13278037,0.122466125
7920,SE,day,55.58165268088004,13.01368970959397,city,normal,cloudy,37.78799728194325,5,14,14.31100082397461,71.66551971435547,0.0,0.0,54.0,19.0,7.0,3600.0,9.832679748535156,2.0,33.807333734826706,0.50044155,0.1342971,0.99445516,0.9598981,0.15575351,0.0990068
72067,PL,day,52.232847073280105,21.03918009092188,arterial-urban,normal,partly-cloudy-day,51.81544801844971,4,10,7.745499610900879,45.67753219604492,0.0,0.0,92.0,91.0,87.0,3600.0,7.421589851379394,3.0,311.39645496742384,0.58314055,0.17165826,0.9929293,0.95523745,0.11252408,0.10538717
72660,FR,day,45.733963201757085,4.818369240469229,arterial-urban,normal,rain,39.945720315158894,3,10,7.626999855041504,83.89301300048828,0.1000000014901161,0.0,99.0,92.0,99.0,0.0,10.446206092834473,51.0,21.46465216804833,0.6348551,0.12559228,0.9958378,0.9764084,0.16859171,0.12922396
31947,FR,day,45.72408531620009,4.871849474328577,city,normal,partly-cloudy-day,19.76036701141772,2,14,6.074999809265137,55.9013557434082,0.0,0.0,96.0,0.0,92.0,3600.0,28.116899490356445,3.0,96.10357523680106,0.674982,0.12786601,0.9964078,0.9782839,0.127768,0.19259246
50229,IT,night,41.84580103278768,12.59454573870173,city,normal,clear-night,-10.881199710238334,8,19,26.68299865722656,65.09302520751953,0.0,0.0,12.0,0.0,12.0,0.0,8.5873384475708,0.0,97.08705861529032,0.8730836,0.47597772,0.9934953,0.98912126,0.22220132,0.34411576
54906,PL,night,54.41002232447539,18.56739594974644,arterial-urban,normal,clear-night,-9.786776934921818,6,20,11.969999313354492,77.03690338134766,0.0,0.0,42.0,0.0,42.0,0.0,7.145795822143555,1.0,103.43745508617374,0.46836317,0.1858917,0.98685986,0.7154706,0.09862327,0.2159203
94888,SE,day,55.61774136843981,13.048839640808245,highway,normal,partly-cloudy-day,49.52258271569767,5,13,16.041000366210938,64.90784454345703,0.1000000014901161,0.0,97.0,7.0,64.0,3600.0,11.60965061187744,51.0,58.02996586526249,0.5017152,0.08120285,0.99467224,0.95390594,0.069935136,0.14719509
24273,DE,day,50.95324098799695,6.912043155666564,city,normal,partly-cloudy-day,7.477049841180758,11,8,5.745499610900879,90.71570587158205,0.0,0.0,50.0,47.0,34.0,0.0,8.287821769714355,2.0,156.23762666757247,0.65441847,0.06058348,0.9938408,0.9333346,0.25246862,0.27373987
23184,PL,day,54.38117590207836,18.594008290696493,city,normal,partly-cloudy-day,42.08244162922672,5,7,11.36549949645996,77.73197174072266,0.0,0.0,91.0,46.0,7.0,3600.0,12.904882431030272,3.0,122.38393615391152,0.59964585,0.22093512,0.98663586,0.9633982,0.1451104,0.19530106
26634,IT,day,45.48743620051654,9.170799610177411,city,normal,clear-day,53.16960149906956,7,9,29.50200080871582,49.87999725341797,0.0,0.0,2.0,0.0,1.0,3600.0,3.545588731765747,0.0,361.16660438645255,0.72754014,0.18489079,0.99701285,0.98126113,0.16518675,0.20460083
87991,FR,day,45.27183999303713,4.71694034376055,arterial-rural,normal,clear-day,22.46830657590501,2,9,6.997000217437744,92.38932800292967,0.0,0.0,67.0,67.0,0.0,3600.0,3.617955207824707,2.0,59.84196209466287,0.5990441,0.156963,0.9909473,0.86700714,0.16707583,0.30872628
42488,SE,day,62.404039863953024,17.233836996062276,arterial-rural,snow,partly-cloudy-night,0.7382209033936675,2,14,-12.583999633789062,81.55858612060547,0.0,0.0,98.0,73.0,88.0,0.0,8.20926284790039,3.0,34.31381375221049,0.5917304,0.1217204,0.9938479,0.96614474,0.16682613,0.14511879
87609,SE,day,62.41353770505769,17.2174632613042,arterial-urban,snow,partly-cloudy-night,0.8570094834369968,2,14,-12.55799961090088,81.5623550415039,0.0,0.0,98.0,73.0,88.0,0.0,8.20926284790039,3.0,30.44088025979945,0.61283296,0.31255338,0.9952856,0.9701292,0.12471376,0.07699445
87514,FR,day,43.74468681629243,5.086826999028095,arterial-rural,normal,partly-cloudy-day,30.38733942259666,3,9,10.440000534057615,74.44786834716797,0.0,0.0,9.0,8.0,1.0,3600.0,3.075841426849365,0.0,21.451848438573933,0.55332613,0.096126445,0.99353796,0.969758,0.15197471,0.12781487
89724,DE,day,50.766391118382906,7.562008672889409,smaller-rural,normal,partly-cloudy-day,11.199053987841124,11,13,7.18149995803833,76.25806427001953,0.0,0.0,2.0,1.0,0.0,3600.0,5.411986351013184,0.0,124.42548125686542,0.608689,0.14339094,0.9959072,0.9870531,0.07010045,0.11083519
50633,PL,day,54.35820855674076,18.626637782498225,city,normal,clear-day,50.6531761860961,6,8,17.61400032043457,67.671142578125,0.0,0.0,19.0,0.0,19.0,3600.0,12.783802032470703,0.0,130.6882877452624,0.63717675,0.14681265,0.9943297,0.9637073,0.1495281,0.1508639
75807,NO,day,63.37261162719322,10.37861203795628,arterial-urban,normal,cloudy,14.66384041514094,2,11,4.776000022888184,60.504825592041016,0.0,0.0,76.0,0.0,70.0,3600.0,13.31999969482422,2.0,30.19789191971929,0.53144825,0.10848781,0.9927602,0.92627853,0.09604308,0.17327018
25931,PL,day,52.236349160790624,20.97848079376188,city,wet,rain,33.03155840813752,4,13,2.882999897003174,95.829345703125,0.699999988079071,0.0,100.0,96.0,100.0,0.0,12.181625366210938,53.0,79.20994401980369,0.5833035,0.10216283,0.99345446,0.9698258,0.15994556,0.13436419
10425,IT,day,45.508245424717664,9.23635544657416,city,normal,partly-cloudy-day,35.52615650341501,7,15,28.74099922180176,51.9245719909668,0.0,0.0,54.0,4.0,23.0,3600.0,5.116561412811279,2.0,136.74452584053955,0.82324266,0.5158569,0.9967619,0.9903474,0.21831585,0.17893991
10703,PL,day,50.07611136161732,19.92886723944165,city,wet,cloudy,10.267258733847882,4,16,3.586999893188477,71.62197875976562,0.0,0.0,100.0,50.0,99.0,0.0,13.450708389282228,3.0,170.4167704627499,0.6442463,0.13891895,0.99684346,0.9840388,0.15977316,0.15167579
9128,DE,day,50.9511100248524,6.9153430580766,city,normal,partly-cloudy-day,7.369207278672363,11,8,5.738999843597412,90.71524047851562,0.0,0.0,50.0,47.0,34.0,0.0,8.287821769714355,2.0,90.2084437112914,0.66289705,0.15408106,0.9949976,0.9892526,0.094741814,0.17384826
15805,SE,day,55.59767035622277,13.005938090439832,city,normal,cloudy,45.8406947081624,5,13,15.330500602722168,61.54217147827149,0.0,0.0,99.0,26.0,0.0,3600.0,20.80849838256836,3.0,54.23362433784479,0.571729,0.09020234,0.9955332,0.9303377,0.14041694,0.18640554
60076,DE,day,50.937667261792384,6.977859975852796,arterial-urban,normal,partly-cloudy-day,12.0567461036718,11,8,6.495499610900879,87.65961456298828,0.0,0.0,57.0,21.0,50.0,3600.0,9.746630668640137,2.0,63.13587656246427,0.5768253,0.15344113,0.9948803,0.9510993,0.16130722,0.23879486
75889,PL,night,54.38409282778635,18.640853130272223,arterial-urban,normal,clear-night,-6.886503799003208,6,20,14.108500480651855,65.1434097290039,0.0,0.0,58.0,0.0,58.0,0.0,14.51206398010254,2.0,114.19967832769858,0.6329781,0.12440475,0.99209255,0.8694366,0.20548952,0.36567432
96214,PL,day,50.31733951475735,19.21742437931808,arterial-urban,wet,snow,40.871087887520375,4,8,2.61299991607666,71.16748046875,0.0,0.0700000002980232,93.0,80.0,86.0,0.0,22.322900772094727,71.0,76.39909247430977,0.6137614,0.15980594,0.99476177,0.9868651,0.1026662,0.20459677
99089,DE,night,52.145543990452296,7.731576727873341,highway,normal,rain,-8.055359965163262,12,6,2.815000057220459,97.89386749267578,0.5,0.0,100.0,100.0,100.0,0.0,10.630672454833984,53.0,71.2323627843115,0.6482139,0.19019173,0.98799604,0.81658727,0.066446275,0.11526562
42776,PL,day,54.38165883842656,18.59590705292281,city,normal,partly-cloudy-day,42.08244162922672,5,7,11.385000228881836,77.73497772216797,0.0,0.0,91.0,46.0,7.0,3600.0,12.904882431030272,3.0,88.28157538027668,0.5299804,0.15152848,0.9905425,0.9293998,0.12968528,0.13177575
97441,FR,day,43.44403038409546,5.244496980717217,highway,normal,cloudy,17.9462235221107,2,15,11.902000427246094,84.10359191894531,0.2000000029802322,0.0,86.0,81.0,0.0,86.3467025756836,22.238561630249023,51.0,20.48268306529203,0.64340985,0.25519136,0.9952082,0.96797144,0.13069153,0.14541033
1440,PL,day,52.23024607774199,21.06212587199895,city,normal,partly-cloudy-day,51.85997550906479,4,10,7.539000034332275,45.61720657348633,0.0,0.0,100.0,99.0,100.0,1644.2996826171875,7.895416259765625,3.0,135.108660905165,0.7162742,0.13926521,0.9960026,0.98679787,0.1401297,0.09488151
64819,SE,day,63.00120399597619,16.112351278784754,smaller-rural,snow,partly-cloudy-day,6.765931478042347,2,13,-16.659500122070312,86.66068267822266,0.0,0.0,96.0,90.0,89.0,0.0,4.6938252449035645,3.0,68.18951123629721,0.39971277,0.08732434,0.9894561,0.70616794,0.11765759,0.2591011
89914,FR,day,45.75169956523989,4.820117911920455,arterial-urban,normal,partly-cloudy-day,15.43954730858583,2,15,6.016499996185303,55.88582229614258,0.0,0.0,96.0,0.0,92.0,3600.0,28.116899490356445,3.0,98.6569993567604,0.73547655,0.29896745,0.99874073,0.9927417,0.10527664,0.077108316
36540,SE,day,59.292241197549146,15.22028963381496,city,normal,cloudy,6.669073950992271,5,18,11.399999618530272,34.5713996887207,0.0,0.0,52.0,0.0,52.0,2534.5439453125,11.96695327758789,2.0,161.80168349795795,0.5228698,0.103456266,0.9961421,0.95898825,0.08417718,0.119423375
58008,PL,day,54.37500657021599,18.61863161241653,arterial-urban,wet,partly-cloudy-day,57.0422074527777,5,10,10.943499565124512,78.7354507446289,0.0,0.0,95.0,94.0,33.0,1705.4285888671875,15.5301513671875,3.0,52.72352461219533,0.53235203,0.1435698,0.99215937,0.93890864,0.12973852,0.10387462
43369,PL,day,52.23098047237527,20.988274641880864,city,normal,clear-day,40.99086319471617,4,7,9.29599952697754,51.2866325378418,0.0,0.0,0.0,0.0,0.0,3600.0,12.496718406677246,0.0,116.05525753524331,0.61397845,0.18816113,0.99350196,0.8845446,0.16587615,0.26636848
89811,SE,day,63.33917503065503,19.09528190700217,arterial-rural,snow,snow,13.165284157259665,3,14,0.1809999942779541,90.97002410888672,0.0,0.0,98.0,93.0,96.0,0.0,4.735060214996338,3.0,50.64457880973743,0.5967644,0.1636346,0.99606436,0.96268046,0.14105012,0.12201923
41202,DE,twilight,50.935743213642986,6.961208751682155,city,normal,rain,-2.077363623837556,11,15,11.302000045776367,81.51251220703125,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,88.03345438351889,0.7696238,0.26497343,0.99643046,0.9378165,0.27153212,0.18968564
84250,IT,day,41.81215493277417,12.459374820724053,arterial-rural,normal,clear-day,55.42455174135358,8,12,31.52250099182129,45.47779846191406,0.0,0.0,7.0,0.0,0.0,3600.0,15.62997055053711,0.0,49.99170009009418,0.77884865,0.2911426,0.99642986,0.9776135,0.26109368,0.15444836
99236,DE,night,49.90594210403139,8.60759503868644,highway,normal,clear-night,-17.141647334791628,10,18,8.023500442504883,88.40801239013672,0.0,0.0,25.0,5.0,14.0,0.0,10.23312282562256,1.0,104.15587368553793,0.78456837,0.3829874,0.99255884,0.96112657,0.28980094,0.31114143
60689,PL,day,54.38147824896229,18.599327921746475,arterial-urban,normal,partly-cloudy-day,53.2126684416802,5,9,10.885000228881836,82.29277801513672,0.1000000014901161,0.0,100.0,100.0,49.0,3600.0,11.770402908325195,51.0,53.367349820998825,0.69991404,0.10352917,0.99349385,0.9444127,0.16256328,0.25538102
25559,FR,day,43.3116912670237,5.386443871310207,city,normal,clear-day,36.43485142417194,2,12,16.09749984741211,54.41874313354492,0.0,0.0,3.0,2.0,0.0,3600.0,27.1412296295166,0.0,31.711994865754978,0.8441948,0.29643154,0.99720263,0.9220292,0.27298537,0.25478882
72355,SE,day,63.60585896451961,19.769932208266884,arterial-rural,snow,snow,9.756059575900965,3,15,-0.2714999914169311,93.9886474609375,0.0,0.0700000002980232,97.0,95.0,81.0,0.0,5.411986351013184,71.0,41.70891509036071,0.5557145,0.08472409,0.99515814,0.96508473,0.15252191,0.11623533
40206,PL,day,50.07737028692179,19.925847960020075,city,normal,cloudy,10.429534573126745,4,16,3.554499864578247,71.61561584472656,0.0,0.0,100.0,50.0,99.0,0.0,13.450708389282228,3.0,105.54347489274402,0.5934128,0.07750821,0.99445045,0.9050325,0.1497296,0.25846946
36341,IT,night,41.91783988767426,12.383825525430224,city,normal,clear-night,-20.45889145556707,8,20,25.83049964904785,63.307884216308594,0.0,0.0,11.0,0.0,11.0,0.0,6.696386814117432,0.0,103.8293703758149,0.61823004,0.12583587,0.99580425,0.9300674,0.06847961,0.1883823
43358,SE,twilight,59.28462909710574,15.204588249307616,city,normal,partly-cloudy-night,-1.8755200077275165,5,19,5.969499588012695,59.91684722900391,0.0,0.0,7.0,0.0,7.0,0.0,7.993297576904297,0.0,28.84783664006404,0.5952157,0.18190637,0.9939109,0.9711239,0.1366319,0.14561297
64552,DE,night,49.166264204855736,9.264803689303529,highway,normal,clear-night,-17.151596903870825,10,18,7.7139997482299805,85.9673080444336,0.0,0.0,46.0,10.0,46.0,0.0,7.903619289398193,1.0,88.10605875362926,0.5974714,0.39335933,0.95200574,0.9039266,0.14025055,0.14116223
65171,DE,night,52.52613533644904,13.414903412690109,arterial-urban,normal,partly-cloudy-night,-32.18169450606055,9,21,20.1195011138916,72.9598617553711,0.0,0.0,32.0,0.0,0.0,0.0,8.20926284790039,1.0,115.88950905342206,0.46946704,0.0765418,0.9901916,0.8259746,0.12655877,0.28947663
15427,PL,day,54.360890573909074,18.589997853309235,city,normal,partly-cloudy-day,8.105125819172827,6,18,16.938499450683594,59.46745681762695,0.0,0.0,55.0,0.0,0.0,3600.0,8.473393440246582,2.0,82.14738457837451,0.59426844,0.19134834,0.98413426,0.90392214,0.15420191,0.16913539
7012,FR,day,43.29611660830444,5.381491762997434,city,normal,clear-day,30.196013051319675,2,9,14.23799991607666,81.35260009765625,0.0,0.0,0.0,0.0,0.0,3600.0,6.119999885559082,0.0,169.02441113861568,0.5435344,0.10230388,0.98843867,0.92152995,0.13426717,0.3012275
70152,DE,day,51.33692342152277,12.394294792831891,arterial-urban,normal,partly-cloudy-day,35.41656197052081,9,10,17.34749984741211,65.41001892089844,0.0,0.0,88.0,86.0,0.0,3600.0,5.014219284057617,3.0,60.83765835298585,0.61757684,0.16336513,0.99510914,0.9581259,0.122638546,0.16119461
73032,PL,day,52.21700154976736,21.000016718629656,arterial-urban,normal,partly-cloudy-day,49.52497276062567,4,11,12.826499938964844,73.3532485961914,1.399999976158142,0.0,66.0,23.0,46.0,3600.0,19.3865909576416,61.0,84.3832883577744,0.5500693,0.17029944,0.9937582,0.9418967,0.114117615,0.13728593
87191,NO,day,63.52852004140122,10.837036614756718,arterial-rural,normal,cloudy,13.895297477743568,2,10,3.994999885559082,61.668338775634766,0.0,0.0,80.0,0.0,33.0,908.4828491210938,10.00903606414795,3.0,17.425575949562482,0.7132151,0.18073758,0.9949713,0.9897848,0.11094017,0.09991291
41020,IT,day,45.46806979830031,9.219364236746578,city,normal,clear-day,58.7209636802845,7,10,31.006999969482425,46.34842300415039,0.0,0.0,79.0,3.0,2.0,3600.0,5.116561412811279,2.0,115.52656910772322,0.7697854,0.41677302,0.9964161,0.98920435,0.3431091,0.29845503
64479,NO,day,64.00439788035436,11.494390860869926,arterial-rural,wet,partly-cloudy-day,11.053254282541928,2,9,2.297499895095825,69.54207611083984,0.0,0.3499999940395355,99.0,0.0,96.0,0.0,11.252518653869627,73.0,4.66791138052632,0.56603116,0.10553842,0.9945825,0.97432625,0.13347946,0.10300452
65038,DE,day,51.49840412926702,7.468231863304929,arterial-urban,wet,partly-cloudy-day,4.269444399490652,12,7,3.0894999504089355,97.89851379394533,0.0,0.0,99.0,99.0,1.0,0.0,5.116561412811279,3.0,128.38232318359294,0.73502064,0.16919121,0.9965552,0.9894996,0.14725685,0.10563009
21537,PL,day,54.42340616791967,18.564331066697704,city,normal,partly-cloudy-day,10.19906948867498,6,17,17.657499313354492,58.64818954467773,0.0,0.0,38.0,0.0,0.0,3600.0,7.091177463531494,1.0,78.60003129776794,0.58086616,0.18545038,0.98496324,0.966599,0.13663596,0.10859531
32448,DE,night,52.51382544349845,13.417650982514704,city,normal,partly-cloudy-night,-32.55323735177282,9,21,20.21050071716309,72.9759292602539,0.0,0.0,32.0,0.0,0.0,0.0,8.20926284790039,1.0,99.3108441767506,0.6100066,0.15287596,0.99580646,0.97120655,0.091754004,0.13879648
38887,IT,night,41.94188934836652,12.594135405950777,highway,normal,clear-night,-17.07832967335034,8,19,26.324499130249023,65.42362213134766,0.0,0.0,13.0,0.0,13.0,0.0,9.107358932495115,0.0,107.27308512402762,0.4136062,0.056735586,0.98007464,0.9307868,0.079048194,0.14239201
77244,DE,night,52.199354263432376,7.805613571996618,highway,wet,rain,-7.221030884345083,12,6,2.713000059127808,98.24069213867188,0.1000000014901161,0.0,100.0,100.0,100.0,0.0,11.18320083618164,51.0,107.38208312728804,0.7636948,0.19712095,0.97716254,0.99044096,0.20668693,0.23006622
22981,FR,day,43.281041710090015,5.378333728237703,city,normal,clear-day,32.343290678847126,2,13,15.430500030517578,55.56764221191406,0.0,0.0,1.0,1.0,0.0,3600.0,35.30937576293945,0.0,47.05094703527374,0.9292101,0.49450687,0.9954516,0.9902333,0.39054757,0.19485645
58531,PL,night,54.38757688902339,18.649006484227755,arterial-urban,normal,clear-night,-6.721597685509806,6,20,14.128000259399414,65.147705078125,0.0,0.0,58.0,0.0,58.0,0.0,14.51206398010254,2.0,99.2866489452615,0.5361692,0.12316929,0.98837054,0.6989256,0.1338938,0.37328646
81336,SE,day,63.696471283642026,16.851720196687083,smaller-rural,snow,snow,1.900708281195449,1,13,-4.006499767303467,83.70014190673828,0.0,0.5600000023841858,100.0,98.0,100.0,0.0,23.893260955810547,73.0,21.358119245209867,0.6390084,0.14980933,0.9952722,0.8932909,0.15598609,0.20654343
27978,DE,twilight,50.932637535884446,6.948898195681239,city,normal,rain,-1.5701224964131484,11,15,11.26949977874756,81.50822448730469,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,40.15364940384421,0.70600873,0.09296814,0.9936878,0.9421628,0.25751033,0.36887184
4931,SE,day,55.59615738186566,12.992418603768,city,normal,partly-cloudy-day,47.35959274623374,5,13,15.48050022125244,60.74614715576172,0.0,0.0,96.0,5.0,37.0,3600.0,11.50311279296875,3.0,163.13581278535534,0.86451495,0.40208143,0.9978325,0.9887189,0.14182319,0.12352165
97919,DE,day,51.74033353822875,10.001570136941186,highway,normal,cloudy,27.56312984440485,10,10,11.145999908447266,73.55355834960938,0.0,0.0,73.0,61.0,48.0,3600.0,10.163227081298828,2.0,30.916445733780296,0.5814127,0.124372035,0.9959772,0.9666245,0.13675255,0.16374479
87500,DE,twilight,50.964259242959045,6.995814833040424,arterial-rural,normal,rain,-5.707068264978432,11,16,11.270999908447266,82.0631332397461,0.0,0.0,99.0,99.0,81.0,0.0,13.905508995056152,3.0,115.45118217881928,0.5724901,0.080274284,0.9930575,0.9642963,0.09092757,0.1815395
84899,FR,day,43.73307293610112,7.25471332927836,highway,normal,clear-day,16.882139494825864,2,7,12.366499900817873,64.08918762207031,0.0,0.0,0.0,0.0,0.0,3600.0,4.320000171661377,0.0,52.57249253147119,0.5800336,0.07160049,0.98033285,0.79341406,0.089799784,0.1697265
56195,PL,day,54.40578185455741,18.570521282871084,arterial-urban,normal,partly-cloudy-day,52.65086128443856,5,9,11.139500617980955,81.49107360839844,1.2000000476837158,0.0,84.0,23.0,82.0,3600.0,12.313894271850586,55.0,50.42871855043458,0.7202593,0.11252998,0.9945775,0.96508074,0.15441068,0.17356148
56010,DE,night,52.55655353512036,13.378073163342886,arterial-urban,normal,partly-cloudy-night,-27.669733102318983,9,20,20.663000106811523,69.3980484008789,0.0,0.0,0.0,0.0,0.0,0.0,8.699792861938477,0.0,111.19567356718169,0.57052433,0.08463949,0.99102235,0.8416382,0.18509038,0.42262587
73029,FR,day,45.76374317650412,4.802689580306566,arterial-urban,normal,partly-cloudy-day,16.396814390806938,2,15,5.834499835968018,55.83746337890625,0.0,0.0,96.0,0.0,92.0,3600.0,28.116899490356445,3.0,76.21624819474127,0.5137278,0.1700538,0.9939448,0.9602185,0.12699352,0.09755937
25598,FR,day,43.47783972909168,5.865079894825569,smaller-rural,normal,partly-cloudy-day,29.783265015300707,2,9,12.042000770568848,70.0247573852539,0.0,0.0,97.0,97.0,0.0,3600.0,34.17156982421875,3.0,583.3269351988803,0.6013698,0.11538924,0.99516416,0.9911377,0.09084692,0.11374985
62810,GB,day,51.53213721079223,-0.3899356697197152,arterial-urban,normal,cloudy,10.969669202995988,2,8,5.215000152587891,81.26107788085938,0.0,0.0,83.0,0.0,11.0,114.98616027832033,22.039527893066406,3.0,72.11054509981548,0.7561506,0.30480114,0.9947791,0.99378234,0.10457811,0.11470578
54038,LU,day,49.6603346589254,6.349006215211441,highway,normal,clear-day,8.026892112328198,3,16,13.10300064086914,61.01484298706055,0.0,0.0,0.0,0.0,0.0,3600.0,5.804825305938721,0.0,60.0305185425302,0.6632761,0.27803084,0.98619187,0.6604727,0.26065457,0.37037528
54626,IT,day,45.4444595848885,9.16388086839521,arterial-urban,normal,clear-day,61.62038309027516,7,12,32.75899887084961,40.29010009765625,0.0,0.0,69.0,3.0,16.0,3600.0,2.545584201812744,2.0,231.28335705529733,0.7264933,0.23586762,0.9975197,0.9940798,0.08358154,0.065594785
19370,PL,day,52.24386879259009,20.977821979407604,city,wet,rain,32.55128016425118,4,13,2.9089999198913574,95.8302230834961,0.699999988079071,0.0,100.0,96.0,100.0,0.0,12.181625366210938,53.0,32.82514118247406,0.60729367,0.12288961,0.9955546,0.97653437,0.15720773,0.0991034
42384,SE,twilight,59.262570417251936,15.236873380564912,city,normal,cloudy,-1.0681881419849475,5,19,5.97599983215332,59.91847229003906,0.0,0.0,7.0,0.0,7.0,0.0,7.993297576904297,0.0,93.00898039014884,0.60394967,0.29457802,0.9899142,0.7991711,0.19551854,0.30931273
14450,DE,day,50.90719769687567,6.935261300277628,city,normal,rain,0.6303179116065394,11,15,11.302000045776367,81.51251220703125,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,62.22937826040496,0.8033637,0.3855965,0.9933188,0.97249573,0.40965867,0.28006896
10674,SE,day,55.59850389770919,12.9797852090352,city,normal,cloudy,28.651837539119647,5,15,14.03700065612793,72.58580017089844,0.0,0.0,81.0,1.0,4.0,3600.0,9.686609268188477,3.0,80.63097049912182,0.7051735,0.22155556,0.9912765,0.8627533,0.22126901,0.36691022
66524,IT,night,41.97149012501102,12.55119186471294,highway,normal,clear-night,-23.7203512969074,8,20,24.37299919128418,77.44493103027344,0.0,0.0,0.0,0.0,0.0,0.0,4.349896430969238,0.0,114.07572901073787,0.622458,0.07222645,0.9851854,0.9547219,0.094552144,0.25433177
