,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,forward_acceleration,lateral_acceleration,forward_velocity,lateral_velocity,field_view_horizontal,camera_distance_from_ground,camera_pitch_angle,distortion_magnitude,camera_offset,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,wind_speed_10m,weather_code
5873,SE,day,55.59426579386374,13.021245995214649,city,normal,cloudy,24.988987707145853,5,16,1.4254358455306226,-0.9348921303587336,35.39339192099263,-0.0799283349196142,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,104.24384032776015,0.6324533,0.13249153,0.99470717,0.95919937,0.14698295,0.121997796,14.02400016784668,72.58341217041016,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
72203,IT,night,41.85966331262277,12.375556997181912,highway,normal,clear-night,-21.44718881923548,8,20,-0.2773566181376024,-1.3797509803564578,96.09913714856584,-0.6353650016032691,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,106.77323807225773,0.47932398,0.07239165,0.98419076,0.79239523,0.07644504,0.27321756,24.301000595092773,88.3543472290039,0.0,0.0,0.0,0.0,0.0,3.054701328277588,0.0
13247,DE,day,50.95010963560251,6.960084166242717,city,normal,partly-cloudy-night,0.971042276528692,11,7,0.1317204078262057,1.1391178929846353,27.179489426365453,0.1138559679663581,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,157.51215903201646,0.7611446,0.22197954,0.9963504,0.9852036,0.15538536,0.19497438,5.408499717712402,90.37389373779295,0.0,0.0,87.0,85.0,85.0,7.928177833557129,3.0
12311,SE,day,55.60634458904796,13.00471366197259,city,normal,cloudy,29.768834089026512,5,15,0.2334020899792576,-2.317719539895053,28.40281538646175,0.0737550377656354,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,73.17505514365357,0.6750889,0.21454608,0.99431497,0.9846978,0.25147662,0.22707391,15.258500099182127,64.51707458496094,0.0,0.0,86.0,25.0,38.0,10.495713233947754,3.0
20626,SE,day,55.608202152925394,13.026052142634205,city,normal,cloudy,46.482963594805206,5,13,6.960798220311983,-0.9133269788219076,8.126948116594479,-0.0328595350201531,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,41.35607043222184,0.7007807,0.25275582,0.99576926,0.9784516,0.16852741,0.09636088,14.816999435424805,64.20064544677734,0.0,0.0,99.0,17.0,0.0,23.18578720092773,3.0
23960,IT,day,41.88782874375018,12.380738309430637,highway,normal,clear-day,60.53081627450336,8,10,-0.5018863864595459,-1.053585145814775,82.7012641084634,0.2018689232703877,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,37.178812461425096,0.5419834,0.08734594,0.99271154,0.9184488,0.15453257,0.26044494,34.68949890136719,25.172203063964844,0.0,0.0,0.0,0.0,0.0,11.275529861450195,0.0
11965,SE,day,55.60632163329096,13.025546599762974,city,normal,cloudy,46.40120068681667,5,13,-0.2784675909513561,-0.6297843349740883,35.61261775251342,0.0081435287164084,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,62.424664437324495,0.5088952,0.08860905,0.9921485,0.9174987,0.15519884,0.2955227,15.31100082397461,61.53760528564453,0.0,0.0,99.0,26.0,0.0,20.80849838256836,3.0
78065,PL,day,54.42446072676917,18.56344271873908,arterial-urban,wet,partly-cloudy-day,52.31888098143078,5,9,-0.3058516450247415,-0.9841103416974988,44.888009516260325,-0.3628707663811669,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,172.7818146200017,0.5698538,0.14672008,0.98819935,0.87898654,0.247507,0.3818501,10.429499626159668,84.5062255859375,0.5,0.0,74.0,65.0,53.0,13.089353561401367,53.0
85855,FR,day,43.283050824487006,5.398852500660616,highway,normal,clear-day,32.178773727364614,2,13,0.7559467642449819,-1.4587577795839808,46.77196078225691,-0.3758167192033001,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,76.3543173800106,0.5888217,0.11960262,0.99451965,0.9444095,0.16616136,0.15603594,15.250999450683594,77.54981994628906,0.0,0.0,1.0,0.0,1.0,14.618837356567385,0.0
10527,SE,day,55.59814767364556,12.97591733792381,city,normal,partly-cloudy-day,16.813310321758735,5,17,1.0326833658666634,-0.9343867599534432,21.58550452597322,-0.1273773300561314,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,98.1467574626696,0.68855286,0.19975628,0.99623823,0.9925494,0.098816834,0.07922376,13.487000465393066,76.75894927978516,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
60772,NO,day,63.40595853545442,10.417743911324672,arterial-rural,snow,cloudy,14.585954869457666,2,11,-0.6723022440845042,-1.9347768692576288,66.29176276309204,0.1553099035117393,121.8558717032652,1.12456066455856,0.2919903037510977,0.0784849875174295,34.79395280223011,103.1259555882308,0.51810044,0.09111462,0.99327636,0.9743973,0.08547025,0.109121084,5.133500099182129,60.59368515014648,0.0,0.0,76.0,0.0,70.0,13.31999969482422,2.0
37069,PL,day,52.26629899062453,20.977094442169133,city,normal,cloudy,24.93656438583996,4,6,2.5158769125631544,-0.1092053074627254,36.68358238349634,-0.4341196607398452,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,129.70860822237626,0.5660258,0.14194974,0.99397415,0.9545391,0.12523548,0.120861135,9.078499794006348,84.93438720703125,0.0,0.0,74.0,0.0,74.0,8.654987335205078,2.0
24937,PL,day,52.19244358640745,21.024285009203147,city,normal,partly-cloudy-day,49.905193596905264,4,10,0.4753339541325564,-0.9369291352549888,49.76117784483784,-0.3406708067596705,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,195.7180006426235,0.7400388,0.184385,0.99830735,0.99142444,0.122794464,0.08569538,13.02649974822998,70.93927001953125,0.8999999761581421,0.0,61.0,22.0,39.0,21.933425903320312,53.0
31599,IT,day,41.81985978153749,12.45716415581301,city,normal,clear-day,58.31690700777217,8,12,3.1928124190622342,5.889209171928136,41.32083489614649,0.2062400866756005,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,234.06975972499328,0.6412611,0.1480881,0.992069,0.9198112,0.15829784,0.2550679,33.076499938964844,40.3768310546875,0.0,0.0,32.0,0.0,31.0,17.917007446289062,1.0
43272,DE,night,50.90295451533324,6.96477558806378,city,normal,cloudy,-12.088861037912778,11,17,0.8793463587596153,-1.350222776105234,37.778780310529264,-0.0817052720741823,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,114.9320552912155,0.60223913,0.08993965,0.992058,0.8294542,0.099078745,0.17966853,11.445499420166016,79.6180191040039,0.0,0.0,98.0,97.0,60.0,17.533145904541016,3.0
45922,PL,day,54.34042361309582,18.601361555578585,city,normal,partly-cloudy-day,54.46445421058511,5,9,-0.3902616309146829,-0.8977656366107248,45.63683309686449,-0.2801774338889451,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,54.425295927542905,0.59043795,0.14298612,0.9931201,0.977782,0.07866104,0.14307354,11.064000129699709,80.38018035888672,0.1000000014901161,0.0,91.0,87.0,64.0,9.255571365356444,51.0
36785,PL,day,52.23928581263711,20.94315719959049,city,normal,partly-cloudy-day,26.988265130390225,4,6,1.589285835712103,-0.914706631207288,28.25522353756535,-0.2491077992468971,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,105.62579745645417,0.43966678,0.11941256,0.99712,0.8967856,0.11342069,0.09349873,11.256999969482422,76.92324829101562,0.0,0.0,33.0,0.0,33.0,7.903619289398193,1.0
38208,PL,day,52.22865898955214,21.00103455048931,city,wet,rain,3.648961111353202,4,17,0.9560703204998994,-0.4711210959028813,23.17143020954912,0.0625523049290426,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,59.95979585942226,0.79720426,0.30066076,0.99808526,0.9860377,0.32290784,0.14110067,2.789499998092652,95.48550415039062,0.699999988079071,0.0,100.0,90.0,100.0,13.450708389282228,53.0
12414,SE,day,55.6051399255199,13.0157754429795,city,normal,partly-cloudy-day,15.57092850164203,5,17,3.9871280017686335,-6.221085686938769,31.033543865424736,-0.1218973327030001,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,145.7177068452254,0.54473853,0.15275694,0.99378574,0.8406673,0.24638209,0.4922036,13.51949977874756,76.7641372680664,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
91580,NO,day,63.57995915340109,10.999684271051558,arterial-rural,normal,partly-cloudy-day,13.608498694382732,2,10,-0.2197586671521741,-1.1623897507656495,68.01605719948553,0.0878884187775355,121.8558717032652,1.12456066455856,0.2919903037510977,0.0784849875174295,34.79395280223011,51.23501798179634,0.57938343,0.18850145,0.99240124,0.9366212,0.12114937,0.09882634,2.753000020980835,65.38362121582031,0.1000000014901161,0.0,98.0,0.0,71.0,9.021574020385742,51.0
74983,FR,day,43.54471912889734,6.9380571974771374,arterial-urban,normal,clear-day,31.05012069356939,2,9,3.545640491186091,3.288544905618665,20.899892094879167,0.0276453321341493,121.2376221304691,1.124371377834915,1.0297874529707356,0.0207499795669303,16.47928310679553,78.5181140317672,0.82029825,0.18160327,0.99860173,0.99835545,0.12043074,0.08033605,16.54199981689453,54.90800857543945,0.0,0.0,0.0,0.0,0.0,2.595996856689453,0.0
96838,DE,day,51.3315155040443,12.39583307238104,arterial-urban,normal,partly-cloudy-day,35.43474949135253,9,10,0.2242208988822493,-0.3943183391745942,46.7699327542423,0.4458295320047761,120.9702880538638,1.11944171485232,-0.8397440833488172,0.0465482622168124,39.98099524207568,324.70002608321687,0.57194054,0.16331561,0.99528694,0.9379103,0.10881555,0.19248526,17.327999114990234,65.40580749511719,0.0,0.0,88.0,86.0,0.0,5.014219284057617,3.0
20399,SE,day,59.2715195351619,15.202086772043556,city,normal,cloudy,8.682441446004688,5,18,1.449187742325624,-1.0099854252849647,32.25898721051075,-0.0282159244356693,121.8558717032652,1.128173733560131,1.732561819006846,0.0784849875174295,34.79395280223011,136.28537643764886,0.70156175,0.2965727,0.99539065,0.9836676,0.13927549,0.16732349,11.185999870300291,36.6316032409668,0.0,0.0,63.0,0.0,63.0,11.275529861450195,2.0
38311,DE,twilight,50.92027114542731,6.940483120983381,city,normal,rain,-0.3639057838431512,11,15,0.4378886205304603,0.6054014856526065,28.080992635481586,0.163042239297883,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,50.932820165652856,0.7911714,0.49110433,0.99653435,0.99297476,0.18032943,0.07758929,11.302000045776367,81.51251220703125,0.0,0.0,99.0,99.0,85.0,15.646544456481934,3.0
12510,SE,day,55.60602762467159,13.025122591056164,city,normal,partly-cloudy-day,42.845953181109806,5,14,1.7830506712356382,-1.6696681147791486,32.5131161998913,-0.1731460251293404,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,70.4654963272962,0.53760093,0.116261,0.9950406,0.95936435,0.07361015,0.102954745,14.961000442504885,65.33024597167969,0.0,0.0,77.0,23.0,35.0,2.099142551422119,2.0
11540,SE,day,55.605278994230446,13.016195424522296,city,normal,cloudy,44.1441784622651,5,13,-0.6413997702076194,-1.3232137299321811,35.955399724002184,-0.3573362855510529,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,56.7769177570727,0.5864412,0.07995807,0.99466246,0.9209419,0.18745494,0.41616112,15.369500160217283,61.55132293701172,0.0,0.0,99.0,26.0,0.0,20.80849838256836,3.0
41107,PL,day,52.22889346840097,21.01266025672967,city,wet,rain,5.238861176008811,4,16,0.1610831147466367,-0.0755982728508169,6.480857251023386,0.0512200769818579,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,47.81362129153097,0.73526055,0.18236251,0.9981667,0.9785297,0.2521421,0.18006006,2.926499843597412,89.86541748046875,0.699999988079071,0.0,100.0,80.0,100.0,17.02689552307129,53.0
35952,IT,day,45.466133363051206,9.20621643217684,city,normal,clear-day,61.942535623563614,7,10,-0.3979974720237205,-1.2879219711166454,41.899598026709626,-0.2292452024049005,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,218.00685640043704,0.70449215,0.16720353,0.99616206,0.975497,0.13064016,0.24540187,31.707000732421875,44.260032653808594,0.0,0.0,47.0,4.0,6.0,5.495161056518555,1.0
40857,IT,day,45.50561469175959,9.237520774449772,city,normal,clear-day,64.34944597653109,7,11,0.3463661476939483,-0.348003792549629,20.9981025175934,-0.1400915542145445,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,42.22448455699163,0.7635626,0.23540899,0.9973713,0.9764771,0.1988237,0.1319714,31.784500122070312,41.05234146118164,0.0,0.0,92.0,0.0,5.0,2.968636035919189,3.0
6131,DE,day,50.93604145897813,6.949051846235798,city,normal,partly-cloudy-day,15.931799428279504,11,9,0.9042281419588925,-3.930781713104148,23.885649499248792,-0.1587481559720048,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,142.37996749608448,0.5247067,0.12444725,0.99555606,0.9698674,0.0744693,0.11977715,7.0980000495910645,85.00920104980469,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
8560,DE,day,50.94194334177229,6.937116327913287,city,normal,partly-cloudy-night,3.465839475171947,11,7,-0.4476548009961572,1.5465099278891483,17.663788318950026,-0.0168988325507375,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,93.21058600455882,0.68561983,0.16426651,0.99480337,0.9488047,0.14229217,0.28207278,5.36299991607666,90.37052917480467,0.0,0.0,87.0,85.0,85.0,7.928177833557129,3.0
14926,PL,twilight,52.23222081303813,21.05937646390723,city,normal,partly-cloudy-night,-2.3922628562948205,4,17,0.6125368605445053,-0.5743703690072891,28.36120825784624,-0.1249675254553945,120.0310462140434,1.129930671152837,0.7839397138594092,0.0339008523862861,14.273953023409025,106.75247660634771,0.66402006,0.12395554,0.9973865,0.98827565,0.15830126,0.26917323,11.43899917602539,66.83184814453125,0.0,0.0,10.0,0.0,9.0,2.545584201812744,0.0
39584,PL,day,52.19838382685519,20.98310152599985,city,normal,partly-cloudy-day,48.00254469913555,4,9,8.561597827441139,-0.9205641790481888,11.16204933422226,-0.1196942051846803,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,83.60528847262053,0.7771833,0.09070394,0.99865097,0.9967829,0.11481043,0.068143055,15.309000015258787,56.30537414550781,0.0,0.0,18.0,9.0,3.0,12.522619247436523,0.0
38192,PL,day,52.20311487267465,20.92757241693356,city,normal,partly-cloudy-day,47.73661511061505,4,11,6.545587070504777,-8.677769149690166,17.565036009911193,-0.4158147782839366,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,94.31189931195908,0.6200183,0.15388662,0.9953157,0.9536174,0.15926492,0.16005526,15.45900058746338,45.58551406860352,0.1000000014901161,0.0,24.0,6.0,26.0,21.31613540649414,51.0
29488,IT,day,41.86235104520326,12.497432317782543,city,normal,clear-day,56.63145842059858,8,12,1.2107578204186202,-0.5269893575046655,47.039380671302894,-0.0657238357642662,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,76.72322864551919,0.7315006,0.27088276,0.9966979,0.99438125,0.21690793,0.10041326,32.327999114990234,40.81241607666016,0.0,0.0,10.0,0.0,1.0,15.077081680297852,0.0
29823,DE,day,51.522497134593,7.452978230838414,city,wet,rain,14.338885463934702,12,10,0.5446975707291064,-0.5895346108679962,29.361934846584607,0.1402003562690288,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,60.73511059669287,0.7918124,0.29733127,0.9923516,0.96797335,0.45153242,0.48240077,3.301499843597412,92.82679748535156,0.1000000014901161,0.0,100.0,100.0,100.0,5.804825305938721,51.0
3647,PL,twilight,52.22636158502458,21.06621102153492,city,normal,partly-cloudy-night,-2.1023454343714008,4,17,0.0896676706699351,-0.7666863378221094,31.91983851150033,0.0294961563431918,120.0310462140434,1.129930671152837,0.7839397138594092,0.0339008523862861,14.273953023409025,34.73328378593301,0.64409703,0.11357307,0.99627304,0.97224253,0.15153693,0.1978861,11.40850067138672,67.99311065673828,0.0,0.0,17.0,0.0,17.0,0.7199999690055847,0.0
38432,DE,day,50.930800377932655,6.952176994144627,city,normal,partly-cloudy-day,13.87602614784339,11,9,6.7393451367115125,3.71013118739068,19.272623426877832,0.311679873062134,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,86.92222009777127,0.72017634,0.17713638,0.9854242,0.93374217,0.24298927,0.28177273,6.495499610900879,87.65961456298828,0.0,0.0,57.0,21.0,50.0,9.746630668640137,2.0
18114,DE,day,50.93569612333371,6.986040846613288,city,normal,partly-cloudy-day,13.19348210343938,11,9,1.1923814575625362,-0.8312043716472354,16.098217075407035,0.0322020144348142,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,208.15868114277865,0.67274904,0.13970912,0.9976483,0.9864222,0.18069945,0.16835658,6.534499645233154,87.66323852539062,0.0,0.0,57.0,21.0,50.0,9.746630668640137,2.0
16213,PL,night,54.3860075035871,18.61193664470408,city,normal,clear-night,-7.975836435089278,6,20,0.5108442447217328,-0.872923984758536,30.301843167443963,-0.4812165150612172,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,98.32422388986228,0.7712938,0.20926225,0.9751111,0.910309,0.3386898,0.5631279,13.437000274658203,74.71222686767578,0.0,0.0,62.0,0.0,62.0,7.594208240509033,2.0
39554,PL,night,54.40881902377389,18.555925028356725,city,normal,clear-night,-9.681584550810244,6,20,0.0747446554089641,0.0522628897659811,27.572408909678423,-0.0408665056461933,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,109.66594918592943,0.5880589,0.14888623,0.9956463,0.96584207,0.109044336,0.12730862,11.930999755859377,77.03069305419922,0.0,0.0,42.0,0.0,42.0,7.145795822143555,1.0
11303,SE,day,55.58858904511661,13.020928044206531,city,normal,partly-cloudy-day,55.02159249863799,5,10,5.089143371588715,-1.1616295647989805,6.888967471012901,5.3669949800867016e-05,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,114.25500412678248,0.633795,0.107124016,0.9935502,0.9760501,0.13518001,0.17620641,15.204500198364258,65.82642364501953,0.0,0.0,55.0,0.0,18.0,16.422470092773438,2.0
8986,SE,day,55.60309714167464,13.006324314446148,city,normal,partly-cloudy-day,55.47912636701429,5,10,1.300461181083419,-0.1480421100064373,17.74795322985579,0.0547709105810094,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,93.59456993389858,0.530112,0.107728824,0.99283373,0.96421623,0.087941356,0.13589424,15.53700065612793,62.64348983764648,0.0,0.0,37.0,1.0,34.0,17.25373077392578,1.0
11045,IT,day,45.48802123647053,9.161293969082909,city,normal,clear-day,51.05964755367361,7,9,2.0328824607421763,0.2727665617623919,17.160130032975573,-0.0148082816507743,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,327.1247557139304,0.6055528,0.14312862,0.9924286,0.9695202,0.10944868,0.09874551,29.554000854492188,49.893531799316406,0.0,0.0,2.0,0.0,1.0,3.545588731765747,0.0
19474,DE,day,50.94013240368769,6.934765970179035,city,normal,partly-cloudy-night,3.148276564798352,11,7,-0.6385012409048643,-1.3133232021379664,9.297494337186048,-0.010297512120439,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,63.2086588732258,0.7421298,0.24129905,0.9982486,0.9877572,0.1857775,0.06749601,5.356499671936035,90.37004852294922,0.0,0.0,87.0,85.0,85.0,7.928177833557129,3.0
46091,IT,day,41.86724458155256,12.49599564603627,city,normal,clear-day,56.73606127143197,8,12,0.7745748149111457,-1.1926558206917182,50.09657382154625,-0.0724427729542671,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,45.75282727337197,0.85495156,0.3286544,0.9981822,0.99463487,0.23227035,0.11718207,32.43199920654297,40.84082412719727,0.0,0.0,10.0,0.0,1.0,15.077081680297852,0.0
57582,DE,day,51.33189086295659,12.395243173301193,arterial-urban,normal,partly-cloudy-day,35.43474949135253,9,10,1.2554016383273403,0.097182017283196,43.60451720710458,0.3963922930856027,120.9702880538638,1.11944171485232,-0.8397440833488172,0.0465482622168124,39.98099524207568,423.5233629236309,0.7110062,0.1956391,0.9967289,0.990266,0.18044573,0.12036761,17.340999603271484,65.40860748291016,0.0,0.0,88.0,86.0,0.0,5.014219284057617,3.0
18018,DE,day,51.51503799634044,7.473032021700237,city,normal,partly-cloudy-day,15.015678432703908,12,12,1.8646216253226784,-4.610715685963419,20.476470575471808,0.0692238200554977,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,82.18844083418858,0.59351563,0.12717709,0.9940969,0.9416796,0.17551613,0.21010505,6.8429999351501465,73.0250244140625,0.0,0.0,27.0,40.0,0.0,15.59676742553711,1.0
61286,IT,night,41.79911190453098,12.46642681238971,highway,normal,clear-night,-33.550896685684066,8,22,0.1869252580450091,-1.2508036472875526,78.92827002871125,-0.1576587062722908,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,104.75049003245395,0.5118422,0.048151396,0.9855047,0.73910666,0.044801578,0.16908213,24.49199867248535,57.08691787719727,0.0,0.0,0.0,0.0,0.0,9.931041717529297,0.0
32097,DE,day,50.93265900712774,6.9760742005190215,city,normal,partly-cloudy-day,13.66704819064968,11,9,0.6187501722467504,0.9793928297494656,38.4606564602172,0.1630270087947423,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,89.65901600065659,0.6282869,0.123763666,0.99271625,0.95096064,0.11165292,0.10194687,6.501999855041504,87.66020202636719,0.0,0.0,57.0,21.0,50.0,9.746630668640137,2.0
67060,IT,day,44.78538737107061,8.576598421689823,smaller-rural,normal,clear-day,60.20988263039112,7,12,-1.422777908460183,0.3817577171616025,37.448176058232775,-0.0135988088340028,121.4569399168275,1.133153905263153,2.4123924333565627,0.0564006495119938,43.77164004901971,42.81737768559633,0.70178777,0.24217816,0.99702793,0.97770643,0.21916495,0.23320921,31.506500244140625,44.90628433227539,0.0,0.0,22.0,1.0,11.0,3.826852560043335,1.0
24241,SE,day,55.59592539401243,12.997275153750412,city,normal,cloudy,47.53632712807863,5,13,0.0704147622422638,-0.5249777834853795,36.310349277167255,0.3527424678571682,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,172.64353642503903,0.7408754,0.2561022,0.99369955,0.98756135,0.19333977,0.26443422,15.643499374389648,65.69960021972656,0.0,0.0,99.0,35.0,5.0,18.94708251953125,3.0
21522,DE,day,50.93487330212869,6.96145033356536,city,normal,partly-cloudy-day,18.31364033884008,11,10,-2.547428906893121,-2.9540583603721937,24.85541192392634,0.0933875121255424,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,136.11361064234956,0.74278814,0.18088011,0.9977028,0.99393266,0.09336609,0.058305353,7.16949987411499,85.0171127319336,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
19952,SE,twilight,59.268882634166985,15.21338829390082,city,normal,partly-cloudy-night,-1.329847745503912,5,19,5.395495853203373,-0.2313375849041882,33.93309950381099,0.0484880864608338,121.8558717032652,1.128173733560131,1.732561819006846,0.0784849875174295,34.79395280223011,52.96250378954021,0.7991437,0.47493,0.98991245,0.86897117,0.25946897,0.36148033,5.930500030517578,59.90708541870117,0.0,0.0,7.0,0.0,7.0,7.993297576904297,0.0
69712,SE,twilight,64.7455689053673,20.92845631331167,smaller-rural,snow,snow,-3.2274552289074734,1,14,2.0629077652138297,-0.2236594259742117,12.296708085616968,-0.1364576314330617,121.2376221304691,1.124371377834915,1.0237169367511252,0.0207499795669303,16.47928310679553,28.668772242410512,0.7111687,0.20731845,0.99486214,0.93919754,0.17462075,0.20929886,-5.085999965667725,84.53642272949219,0.0,0.699999988079071,100.0,99.0,100.0,23.110206604003903,73.0
35422,DE,day,53.06162923591318,8.889602641386416,city,wet,cloudy,12.9651632531735,12,10,3.3221783651839187,-2.159759021919358,38.6454878987862,-0.0676026522577604,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,78.5458938655252,0.5800301,0.10130543,0.99428374,0.9738869,0.17008126,0.13258363,3.617500066757202,91.86023712158205,0.1000000014901161,0.0,100.0,100.0,23.0,15.15852165222168,51.0
46530,IT,night,41.97326629700555,12.54724791204104,city,normal,clear-night,-17.004152026788503,8,19,0.9496036293411187,-1.4108824327821523,96.7736601403778,-1.003968058751746,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,110.73035356832202,0.6673094,0.15761591,0.9868024,0.96672183,0.09630454,0.23901805,25.586000442504883,65.88414764404297,0.0,0.0,0.0,0.0,0.0,4.680000305175781,0.0
30421,SE,day,55.60280607092104,13.008873193102144,city,normal,cloudy,44.42622647859218,5,13,-0.3542069485210448,-1.7411536552854203,37.80306588715967,-0.6054471603940451,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,106.767866011786,0.57778555,0.08016443,0.9918085,0.949555,0.16444091,0.18872578,15.369500160217283,61.55132293701172,0.0,0.0,99.0,26.0,0.0,20.80849838256836,3.0
6002,DE,day,50.9336811622143,6.907644354073388,city,normal,rain,2.3097994445202943,11,15,-2.191052630127901,-0.832631858301201,26.43574389641771,0.1495209997127208,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,234.76227660989508,0.6802755,0.07898549,0.99295735,0.9807803,0.1441542,0.19223662,11.802000045776367,78.06420135498047,0.0,0.0,88.0,61.0,85.0,18.10409927368164,3.0
55598,DE,night,52.53331952593154,13.478528126599809,arterial-urban,normal,partly-cloudy-night,-24.573950053494386,9,20,0.1676216013940997,-0.4730008326885189,47.139570300890135,0.0561874000377814,120.9702880538638,1.11944171485232,-0.8395695537100034,0.0465482622168124,39.98099524207568,118.0609303518698,0.78692186,0.21107136,0.9940911,0.9353128,0.12271769,0.10023004,21.19799995422364,66.6570053100586,0.0,0.0,0.0,0.0,0.0,8.37338638305664,0.0
13405,SE,day,55.60013751116581,12.994026577236324,city,normal,cloudy,28.945156023716244,5,15,1.245868414666658,-0.0488337554213186,35.20282011848804,-0.0824137676411331,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,73.66876803309918,0.77080226,0.2733874,0.9952962,0.9844593,0.12857288,0.14718299,14.043499946594238,72.58697509765625,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
621,PL,day,52.25315093274638,21.03664369991209,city,normal,partly-cloudy-day,51.68186343127259,4,10,-0.4302692252472511,-0.7496705577049372,43.125968230211726,-0.0302683442599917,120.581700743319,1.136123277061316,1.6919306284555886,0.0372505490510181,14.756775720979997,59.276821331655626,0.59814346,0.14868966,0.99278176,0.9257174,0.21812858,0.20693834,7.865000247955322,45.54258346557617,0.0,0.0,100.0,100.0,96.0,8.766572952270508,3.0
