,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
8344,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5062079099672181,0.3837205125735356,0.26458561420440674
29208,Daylight,Rainy,Urban,Wet,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5959641695022583,0.45941884350031614,0.30507850646972656
18185,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,3,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6874417543411255,0.15982798039913176,0.1169281005859375
64001,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6007375965515772,0.43620044255957885,0.23130691051483154
95383,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5391652882099152,0.3788897842168808,0.257779598236084
16563,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6174993950587052,0.46989723667502403,0.31422895193099976
7076,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,3,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.46527048403566534,0.2642198972036847,0.15120697021484375
38090,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.7540478360652924,0.6014482323080301,0.4757089614868164
3418,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6423143558204174,0.3251703977584839,0.23857611417770386
79412,Daylight,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Metal_Guardrail,,Sparse,,Mixed_Heavy_Traffic,Centered,,0.8783677220344543,0.5744389668107033,0.5238779187202454
6553,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5747557211489904,0.28573631015088824,0.1773166060447693
96745,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,,,Passenger_Cars_Only,Centered,,0.8800253868103027,0.4453485906124115,0.390697181224823
35790,Twilight,Clear,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5657378408041868,0.23932062864303588,0.13657677173614502
33785,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5818992325892816,0.33120355010032654,0.25331616401672363
85548,Daylight,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.8851044774055481,0.8880420923233032,0.7760841846466064
48312,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5336909806355834,0.36670258960553576,0.22307157516479492
43481,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Slight_Left,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.7973291675249735,0.45978353917598724,0.4195671081542969
19500,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,,Passenger_Cars_Only,Centered,,0.46739915808041893,0.2781902397206674,0.14235413074493408
33075,Daylight,Clear,Urban,Dry,Moderate,,No,2,Roundabout,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6226701426506043,0.5748140454292298,0.3967628479003906
24319,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Downhill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.7712292224168777,0.23588665326436362,0.1811295747756958
48558,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.6697939336299896,0.5173968606524997,0.33606481552124023
55066,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.7935882210731506,0.6375307202339172,0.47506141662597656
74392,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5301861720425742,0.3519424780138901,0.2610703706741333
67529,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6479727082392749,0.4946454556091972,0.38059526681900024
21093,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.637719455090436,0.4162192185719808,0.29910504817962646
64351,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5800104485108302,0.36517668187456287,0.23198741674423218
67927,Night,Clear,Highway,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.7362694442272186,0.5579644938309988,0.4492623209953308
64215,Dawn/Dusk,Clear,Urban,Wet,Empty,,No,2,,Faded,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Dense_Forest,,No_Vehicles,Centered,,0.5599405815203985,0.10722942607743399,0.05637615919113159
60948,Night,Rainy,Highway,Wet,Low,,No,3,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,,Directional,Passenger_Cars_Only,Centered,,0.6022897511720657,0.5910432487726212,0.4320864677429199
17267,Daylight,Clear,Urban,Dry,Low,Near_Roadside,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6059078189233938,0.41231749611241475,0.2947501540184021
33795,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5527548531691233,0.27517528789384027,0.18038898706436157
88396,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,,Mixed_Heavy_Traffic,Centered,,0.6126549103680778,0.38871418283535886,0.229098379611969
6244,Night,Rainy,Rural,Wet,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.5607321441173554,0.3503510301763361,0.24615663290023804
60720,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Slight_Right,Metal_Guardrail,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5852401384285518,0.37904202757636085,0.23632216453552246
81380,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.7042456347691385,0.4797554169931719,0.3361847996711731
10598,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5679184061785539,0.3048038062683883,0.1706107258796692
18628,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6068764523817942,0.38117569928266565,0.2929636240005493
31994,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.7351156448324522,0.605529148131609,0.46105825901031494
81671,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.48023124204741585,0.30376554639251147,0.1723957657814026
14664,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5909222151551928,0.24455790456972623,0.12069481611251831
99270,Dawn/Dusk,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
54906,Night,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,No_Vehicles,Centered,,0.5831141935454475,0.23156110729490006,0.17740792036056519
13415,Daylight,Cloudy,Residential,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.674298779964447,0.5615702424988602,0.3804820775985718
36312,Daylight,Clear,Urban,Dry,Moderate,,No,1,,Faded,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5262615091126898,0.4484968521963742,0.2606472969055176
65303,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5913894346782139,0.5325775601361927,0.3367527723312378
88126,Night,Clear,Urban,Dry,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.558328652381897,0.4047259986400604,0.30945199728012085
76157,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6853365107722904,0.4528380097487034,0.36721450090408325
26474,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5878892745290484,0.41175889589673415,0.2521386742591858
75958,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6853241059515212,0.38886152314288275,0.3315355181694031
56421,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Downhill,Straight,Concrete_Median,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5801495586832365,0.24623701457054384,0.1708633303642273
91114,Daylight,Snowy,Rural,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Slight_Right,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
28053,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,4,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.505380969781142,0.2922398727895184,0.16689300537109375
10891,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6989333911945945,0.4550840518166942,0.3532954454421997
10239,Daylight,Cloudy,Urban,Dry,Moderate,,Yes,1,,Clear,,No,Flat,Slight_Left,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6995172963060182,0.4450025437843232,0.32513123750686646
64967,Dawn/Dusk,Snowy,Highway,Slushy,Moderate,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.46643494814634323,0.2788187563419342,0.15763747692108154
48226,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,No,1,,Absent,,No,Uphill,Slight_Left,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6527274966239929,0.5685406939850913,0.37044447660446167
6801,Dawn/Dusk,Cloudy,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5775212677461761,0.43751490392855236,0.3508228063583374
52273,Daylight,Cloudy,Residential,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.7142168376594782,0.5235578516232116,0.4065173864364624
71492,Daylight,Rainy,Urban,Wet,Moderate,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5321840218135289,0.3735035823451148,0.27080100774765015
1733,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,Roundabout,Clear,,Yes,Uphill,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6744552217423916,0.5771982699632645,0.3277062773704529
86776,Twilight,Snowy,Rural,Snow_Covered,Low,,No,1,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.49020856618881226,0.4994506239891052,0.0
11026,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6889952644705772,0.2697756513953209,0.23970556259155273
63264,Daylight,Clear,Highway,Dry,Moderate,,No,3,,Clear,,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5734647711118063,0.5461045104478087,0.3051649332046509
72328,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5832365036010743,0.3419182703775518,0.22881966829299927
82538,Night,Clear,Urban,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5860990099608898,0.45895691050423515,0.3623582720756531
53844,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,1,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5668952150477303,0.32603147093738827,0.2205333113670349
27629,Daylight,Clear,Urban,Dry,Low,,No,1,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5584680225167956,0.4067380607128143,0.3134761452674866
34436,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,1,,Absent,,Yes,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.4957577474415302,0.20946654852698832,0.12481546401977539
67670,Daylight,Cloudy,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6102117739225689,0.3595763617440274,0.22098201513290405
34642,Daylight,Clear,Urban,Dry,Low,,No,2,Roundabout,Faded,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.9297606547673544,0.7148068845272064,0.6796137690544128
37365,Night,Clear,Urban,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,,Directional,Passenger_Cars_Only,Centered,,0.5697855991976601,0.31600684369051896,0.17817199230194092
58009,Daylight,Rainy,Highway,Wet,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.5695782686982837,0.4844944443967607,0.2810879945755005
74292,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6688532597488828,0.5621497262091864,0.39632701873779297
92889,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.7974930852651596,0.7700482457876205,0.5400964915752411
92181,Daylight,Cloudy,Rural,Slushy,Low,,No,2,,Faded,,No,Flat,Slight_Right,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.8583717346191406,0.9083331227302551,0.8166662454605103
68800,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5669390346322741,0.31412318704480474,0.24466103315353394
8143,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,Yes,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6186881446176105,0.3577847167228659,0.24025821685791016
87491,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,,No,2,,Occluded_by_Snow/Water,Building_Lights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.4028153717517853,0.22685686747233072,0.12038040161132812
76402,Dawn/Dusk,Cloudy,Urban,Wet,Low,,No,2,,Faded,Street_Lights,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5139696180820466,0.33750020979863143,0.1373382806777954
67971,Daylight,Cloudy,Rural,Slushy,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,No_Vehicles,Centered,,0.8766797780990601,0.9131913185119629,0.8263826370239258
90500,Daylight,Cloudy,Urban,Wet,Moderate,,No,3,,Clear,,No,Uphill,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.6674902457743883,0.3548520808418592,0.2320857048034668
85567,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.8502026557922363,0.48353878657023114,0.4115220308303833
17159,Daylight,Cloudy,Residential,Dry,Low,,No,1,,Absent,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6594877525379783,0.5873622276953289,0.4282088279724121
22036,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Warning,Passenger_Cars_Only,Centered,,0.6910092532634735,0.27309971302747726,0.22374826669692993
25616,Daylight,Clear,Urban,Dry,Low,,No,2,Roundabout,Clear,,No,Flat,Slight_Left,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5431811743312411,0.28466342082794976,0.15224313735961914
53492,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,,Mixed_Heavy_Traffic,Centered,,0.5971907187591899,0.3564680930640962,0.1635468602180481
55235,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Directional,Passenger_Cars_Only,Centered,,0.6491143299000603,0.3493046909570694,0.2599583864212036
79195,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,,No,1,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.7036094516515732,0.5477311114470164,0.42879557609558105
8900,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5344335969005313,0.37124724078761495,0.23188918828964233
11000,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.6339539745274712,0.4990493717292945,0.3379066586494446
4299,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5527856945991516,0.3732914205859689,0.2511689066886902
5724,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.7294313557007733,0.6732082352042198,0.506322592496872
48255,Daylight,Cloudy,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.7464118997255961,0.6116790235042572,0.5233580470085144
3429,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Roundabout,Absent,,No,Flat,Slight_Right,Curb,Low_Density_Urban,,Directional,Mixed_Heavy_Traffic,Centered,,0.4732167720794678,0.2979121620894647,0.1454390287399292
27433,Daylight,Clear,Rural,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,,,Dense_Forest,,No_Vehicles,Centered,,0.3591246008872986,0.1534470170736313,0.05689406394958496
12789,Daylight,Clear,Urban,Dry,High/Congested,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6257458716630936,0.35904555986909303,0.24109309911727905
40819,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Industrial,Moderate,,No_Vehicles,Centered,,0.0,0.0,0.0
32606,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.4557781104337085,0.2481863334039111,0.11914211511611938
94504,Night,Rainy,Urban,Wet,Low,,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5294210558587854,0.3067504508154733,0.130545973777771
66878,Dawn/Dusk,Rainy,Highway,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Moderate,,Passenger_Cars_Only,Centered,,0.7187451273202896,0.38028574802658777,0.23014366626739502
12768,Daylight,Cloudy,Urban,Wet,Low,Crossing_Road,No,2,T-Junction,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5564722989286696,0.49025160623224157,0.32720446586608887
23043,Dawn/Dusk,Clear,Residential,Dry,Low,,No,2,T-Junction,Absent,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.642968508758043,0.5832335637963336,0.42020368576049805
23923,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Absent,,No,Flat,Straight,Curb,High_Rise,,Regulatory,Passenger_Cars_Only,Centered,,0.6337890081545886,0.467657541896662,0.31000858545303345
9863,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,,Regulatory,Public_Transit_Focus,Centered,,0.6699321369330088,0.414714169043761,0.27426236867904663
66971,Daylight,Rainy,Urban,Wet,Low,,No,3,Four-Way,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6167913645505905,0.44396598849977764,0.3165034055709839
74899,Night,Clear,Tunnel,Dry,Empty,,No,1,,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,,,,No_Vehicles,Centered,,0.0,0.0,0.0
59884,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5830778347121345,0.4203010965138674,0.2670125365257263
48239,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,Yes,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6036500380589411,0.5445651743147109,0.42246365547180176
23860,Daylight,Cloudy,Highway,Slushy,Low,,No,2,,Faded,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.8860014081001282,0.9107110500335693,0.8214221000671387
99021,Daylight,Cloudy,Rural,Slushy,Low,,No,2,T-Junction,Clear,,No,Flat,Straight,,Sparse/Rural,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5070504347483317,0.18135091066360473,0.1627017855644226
65007,Dawn/Dusk,Clear,Highway,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.822862422466278,0.3645131786664327,0.31235963106155396
81639,Night,Clear,Urban,Dry,Low,,No,2,T-Junction,Faded,Street_Lights,Yes,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6047207613786062,0.31865876764059065,0.1616659164428711
